id,city_name,content,nick_name,score
969,丰城,😭😭😭美国又来圈钱了。可是不得不让他圈。什么时候国家也多出几部。可以圈钱的电影。,沧海桑田,4.5
970,信阳,想看古一法师回归，,心中有爱,5.0
971,杭州,"蜘蛛侠在复联三里面死了，这次看了一下演员表有蜘蛛侠不知道会不会出现  特别期待复联四  
",浩然,5.0
972,西宁,fire go,凉待姜花开半夏,5.0
973,乌鲁木齐,很期待特效不错,After all,4.5
974,广州,漫威正常粉你很棒，漫威**跟风粉你亲🐎死了,Choke.919,0.5
975,秦皇岛,就冲有古天乐就10分，不解释。,hMl794799169,5.0
976,沈阳,奇异博士呢？,于小鱼,0.5
977,深圳,检验肾功能的时刻到了！,cello,5.0
978,衡阳,我是妹子有人今晚跟我看吗 ,A.          Elvira爱妃🦋🦊,4.5
979,如皋,打败灭霸钢铁侠是可能很关键！第三部时，其它超级英雄生命危险的时候甚至连奇异博士自己快死的时候都没有交出宝石！在钢铁侠快被灭霸杀了的时候！奇异博士说：“绕他一命我交出宝石゛！肯定是奇异博士看到的千分之一的可能钢铁侠是关键！……灭霸：“明天我就要凉凉了，现在我慌的一批”,吴老头,5.0
980,长沙,看了下演员表，竟然没有小蜘蛛？？？！！！,谭CW,0.0
981,瑞安,谁在瑞安塘下金墓影城的，一起约看首映啊,qND438842089,0.0
982,蒙自市,"如果多玛姆知道时间宝石没了，那么这可能就不是妇联4，而是多玛姆的复仇1。
多玛姆对时间宝石处于半无效，多玛姆能感受到时间流逝，而来谈判那位能无限死，这就导致多玛姆觉得烦躁，这蚂蚁怎么都踩不死，才撤离的。
多玛姆估计没一个角色能打，除非有神庭帮忙",olV633839801,5.0
983,佛山,好好看好好看,👽J👀H😒6😄X💪,5.0
984,奉化,千万不要期望越大失望越大,余欣欣0903,0.0
985,阳江,太好了，我等了大半年了！,yik378997644,5.0
986,广州,贼**好看啊啊啊啊啊啊啊,无法显示名字,5.0
987,张家界,啊，真好看，真的好看，我看过了,02,5.0
988,长沙,超级期待，无论如何都要最先去看！,孙爱平,5.0
989,沭阳,3个小时，怎么憋尿啊……求解,哈哈电影世界,0.5
990,沈阳,跟期待一样！,宋金竹,5.0
991,长沙,"最近学会了买特价电影票，
嫌电影票贵的可以找我啦！
低价代下，帮你们省爆米花钱
询价不要钱，欢迎询价噢！wx：kupaoou
支持全国，每张可以省5-30元～",NQJ351041486,5.0
992,北京,粉丝 必须捧场,保庚跆拳道💛lxy,5.0
993,深圳,是不是终极之战完了以后就没有复仇者联盟了？,dearkoko,4.5
994,海安,太完美 美得叫人后悔,hu1212121,5.0
995,上海,我只想知道4最后还有没有有没有彩蛋，麻烦各位大佬看完的回应一下🌝,jaeven,5.0
996,厦门,看不起，看不起影院吃相堪比狗,pbC448477577,4.0
997,绍兴,我有抢先版，看得我睡着了，最后散场了，还是旁边的人叫醒我,仅有的男神,1.0
998,盐城,我的洛基呢？？？,你的鱼尾纹,5.0
999,肇庆,还没看，但是好期待，这票房，只要影片不失望，可能又是一个奇迹,zy565174585,5.0
1000,成都,呜呜呜呜呜 无条件,『不要说话』,5.0
1001,日照,一帮**粉，这种没有任何养分的纯商业电影，竟然有这么多簇拥者，足以说明这个社会的浮躁，价值观的扭曲！,OwX375296098,0.5
1002,武汉,很好看，不错强推,Project骇,5.0
1003,佛山,今晚灭霸就要死了,塘伞,5.0
1004,重庆,超级好看，完美,wvy499740113,4.5
