,name,url,comments
577,百度网盘下载链接被取消的解决办法,https://salttiger.com/baidu-download-solution/,1
578,"Core Python Programming, 2nd Edition",https://salttiger.com/core-python-programming-2nd-edition/,1
579,电子书网盘下载地址,https://salttiger.com/ebooks-direct-download-link/,1
580,Taming Text,https://salttiger.com/taming-text/,1
581,"Linux in a Nutshell, 6th Edition",https://salttiger.com/linux-in-a-nutshell-6th-edition/,1
582,iPhone 3D Programming,https://salttiger.com/iphone-3d-programming/,1
583,"Learning Cocoa with Objective-C, 3rd Edition",https://salttiger.com/learning-cocoa-with-objective-c-3rd-edition/,1
584,HTTP: The Definitive Guide,https://salttiger.com/http-the-definitive-guide/,1
585,Effective C++: 55 Specific Ways to Improve Your Programs and Designs (3rd Edition),https://salttiger.com/effective-cpp-55-specific-ways-to-improve-your-programs-and-designs-3rd-edition/,1
586,Programming Hive,https://salttiger.com/programming-hive/,1
587,Linux Networking Cookbook,https://salttiger.com/linux-networking-cookbook/,1
588,Think Python,https://salttiger.com/think-python/,1
589,Hello! Python,https://salttiger.com/hello-python/,1
590,Spring Batch in Action,https://salttiger.com/spring-batch-in-action/,1
591,OS X Mountain Lion: The Missing Manual,https://salttiger.com/os-x-mountain-lion-the-missing-manual/,1
592,OS X Mountain Lion Pocket Guide,https://salttiger.com/os-x-mountain-lion-pocket-guide/,1
593,OSGi in Action,https://salttiger.com/osgi-in-action/,1
594,"Spring in Action, 3rd Edition",https://salttiger.com/spring-in-action-3rd-edition/,1
595,Programming Computer Vision with Python,https://salttiger.com/programming-computer-vision-with-python/,1
596,"C# 5.0 in a Nutshell, 5th Edition",https://salttiger.com/c-5-0-in-a-nutshell-5th-edition/,1
597,C# 5.0 Pocket Reference,https://salttiger.com/c-5-0-pocket-reference/,1
598,Head First Networking,https://salttiger.com/head-first-networking/,1
599,Head First Data Analysis,https://salttiger.com/head-first-data-analysis/,1
600,"JavaScript Pocket Reference, 3rd Edition",https://salttiger.com/javascript-pocket-reference-3rd-edition/,1
601,谷歌无人驾驶汽车编程,https://salttiger.com/programming-a-robotic-car/,1
602,Clojure Programming,https://salttiger.com/clojure-programming/,1
603,Just Spring Integration,https://salttiger.com/just-spring-integration/,1
604,Designing Great Data Products,https://salttiger.com/designing-great-data-products/,1
605,20 Recipes for Programming PhoneGap,https://salttiger.com/20-recipes-for-programming-phonegap/,1
606,Introduction to Tornado,https://salttiger.com/introduction-to-tornado/,1
607,What is Dart?,https://salttiger.com/what-is-dart/,1
608,Accessible EPUB 3,https://salttiger.com/accessible-epub-3/,1
609,"Building Android Apps with HTML, CSS, and JavaScript, 2nd Edition",https://salttiger.com/building-android-apps-with-html-css-and-javascript-2nd-edition/,1
610,Google AdWords,https://salttiger.com/google-adwords/,1
611,Planning for IPv6,https://salttiger.com/planning-for-ipv6/,1
612,Ajax: The Definitive Guide,https://salttiger.com/ajax-the-definitive-guide/,1
613,Just Spring,https://salttiger.com/just-spring/,1
614,The Ruby Programming Language,https://salttiger.com/the-ruby-programming-language/,1
615,bash Pocket Reference,https://salttiger.com/bash-pocket-reference/,1
616,Cloud Application Architectures,https://salttiger.com/cloud-application-architectures/,1
617,97 Things Every Scrum Practitioner Should Know,https://salttiger.com/97-things-every-scrum-practitioner-should-know/,0
618,"Effective Python: 90 Specific Ways to Write Better Python, 2nd Edition",https://salttiger.com/effective-python-90-specific-ways-to-write-better-python-2nd-edition/,0
619,"Refactoring: Improving the Design of Existing Code, 2nd Edition",https://salttiger.com/refactoring-improving-the-design-of-existing-code-2nd-edition/,0
620,BPF Performance Tools: Linux System and Application Observability,https://salttiger.com/bpf-performance-tools-linux-system-and-application-observability/,0
621,Laws of UX,https://salttiger.com/laws-of-ux/,0
622,Adopting Elixir,https://salttiger.com/adopting-elixir/,0
623,Programming Ecto,https://salttiger.com/programming-ecto/,0
624,Agile Web Development with Rails 6,https://salttiger.com/agile-web-development-with-rails-6/,0
625,Stream Processing with Apache Spark,https://salttiger.com/stream-processing-with-apache-spark/,0
626,"High Performance Python, 2nd Edition",https://salttiger.com/high-performance-python-2nd-edition/,0
627,Strategic Writing for UX,https://salttiger.com/strategic-writing-for-ux/,0
628,Learning CoreDNS,https://salttiger.com/learning-coredns/,0
629,C# 8.0 in a Nutshell,https://salttiger.com/csharp-8-0-in-a-nutshell/,0
630,"Responsive Web Design with HTML5 and CSS, 3rd Edition",https://salttiger.com/responsive-web-design-with-html5-and-css-3rd-edition/,0
631,The AI Organization,https://salttiger.com/the-ai-organization/,0
632,Natural Language Processing with Python and spaCy,https://salttiger.com/natural-language-processing-with-python-and-spacy/,0
633,Distributed Tracing in Practice,https://salttiger.com/distributed-tracing-in-practice/,0
634,"Practical Statistics for Data Scientists, 2nd Edition",https://salttiger.com/practical-statistics-for-data-scientists-2nd-edition/,0
635,Building Secure and Reliable Systems,https://salttiger.com/building-secure-and-reliable-systems/,0
636,"Android Programming: The Big Nerd Ranch Guide, 4th Edition",https://salttiger.com/android-programming-the-big-nerd-ranch-guide-4th-edition/,0
637,Zero to AI,https://salttiger.com/zero-to-ai/,0
638,Elm in Action,https://salttiger.com/elm-in-action/,0
639,Genomics in the Cloud,https://salttiger.com/genomics-in-the-cloud/,0
640,Presto: The Definitive Guide,https://salttiger.com/presto-the-definitive-guide/,0
641,Chaos Engineering,https://salttiger.com/chaos-engineering/,0
642,Building an Anonymization Pipeline,https://salttiger.com/building-an-anonymization-pipeline/,0
643,Programming AWS Lambda,https://salttiger.com/programming-aws-lambda/,0
644,Native Mobile Development,https://salttiger.com/native-mobile-development/,0
645,Python Flash Cards,https://salttiger.com/python-flash-cards/,0
646,"The Pragmatic Programmer, 20th Anniversary Edition, 2nd Edition",https://salttiger.com/the-pragmatic-programmer-20th-anniversary-edition-2nd-edition/,0
647,The Practitioner’s Guide to Graph Data,https://salttiger.com/the-practitioners-guide-to-graph-data/,0
648,"Java Cookbook, 4th Edition",https://salttiger.com/java-cookbook-4th-edition/,0
649,"Node.js in Action, 2nd Edition",https://salttiger.com/node-js-in-action-2nd-edition/,0
650,React in Action,https://salttiger.com/react-in-action/,0
651,Kubernetes Operators,https://salttiger.com/kubernetes-operators/,0
652,"Programming PHP, 4th Edition",https://salttiger.com/programming-php-4th-edition/,0
653,Deep Reinforcement Learning in Action,https://salttiger.com/deep-reinforcement-learning-in-action/,0
654,Succeeding with AI,https://salttiger.com/succeeding-with-ai/,0
655,Hello Swift!,https://salttiger.com/hello-swift/,0
656,Build a Career in Data Science,https://salttiger.com/build-a-career-in-data-science/,0
657,Testing Vue.js Applications,https://salttiger.com/testing-vue-js-applications/,0
658,JavaScript on Things,https://salttiger.com/javascript-on-things/,0
659,"Angular Development with Typescript, 2nd Edition",https://salttiger.com/angular-development-with-typescript-2nd-edition/,0
660,Testing Java Microservices,https://salttiger.com/testing-java-microservices/,0
661,Seriously Good Software,https://salttiger.com/seriously-good-software/,0
662,Event Streams in Action,https://salttiger.com/event-streams-in-action/,0
663,Redux in Action,https://salttiger.com/redux-in-action/,0
664,Vue.js in Action,https://salttiger.com/vue-js-in-action/,0
665,"Java Performance, 2nd Edition",https://salttiger.com/java-performance-2nd-edition/,0
666,Secure by Design,https://salttiger.com/secure-by-design/,0
667,Web Design Playground,https://salttiger.com/web-design-playground/,0
668,Learn Cisco Network Administration in a Month of Lunches,https://salttiger.com/learn-cisco-network-administration-in-a-month-of-lunches/,0
669,Get Programming with JavaScript Next,https://salttiger.com/get-programming-with-javascript-next/,0
670,TypeScript Quickly,https://salttiger.com/typescript-quickly/,0
671,D3 for the Impatient,https://salttiger.com/d3-for-the-impatient/,0
672,Lean AI,https://salttiger.com/lean-ai/,0
673,"Asterisk: The Definitive Guide, 5th Edition",https://salttiger.com/asterisk-the-definitive-guide-5th-edition/,0
674,JavaScript Everywhere,https://salttiger.com/javascript-everywhere/,0
675,Collaborative Product Design,https://salttiger.com/collaborative-product-design/,0
676,PowerShell for Sysadmins,https://salttiger.com/powershell-for-sysadmins/,0
677,Programming Phoenix 1.4,https://salttiger.com/programming-phoenix-1-4/,0
678,Get Programming: Learn to code with Python,https://salttiger.com/get-programming-learn-to-code-with-python/,0
679,"Mastering Python Networking, 3rd Edition",https://salttiger.com/mastering-python-networking-3rd-edition/,0
680,Building Machine Learning Powered Applications,https://salttiger.com/building-machine-learning-powered-applications/,0
681,gRPC: Up and Running,https://salttiger.com/grpc-up-and-running/,0
682,97 Things Every Engineering Manager Should Know,https://salttiger.com/97-things-every-engineering-manager-should-know/,0
683,hapi.js in Action,https://salttiger.com/hapi-js-in-action/,0
684,Data Analysis with Python,https://salttiger.com/data-analysis-with-python/,0
685,The Java Module System,https://salttiger.com/the-java-module-system/,0
686,"Learning JavaScript Data Structures and Algorithms, 3rd Edition",https://salttiger.com/learning-javascript-data-structures-and-algorithms-3rd-edition/,0
687,"Unit Testing Principles, Practices, and Patterns",https://salttiger.com/unit-testing-principles-practices-and-patterns/,0
688,Semantic Software Design,https://salttiger.com/semantic-software-design/,0
689,"Push Notifications by Tutorials, 2nd Edition",https://salttiger.com/push-notifications-by-tutorials-2nd-edition/,0
690,"Metal by Tutorials, 2nd Edition",https://salttiger.com/metal-by-tutorials-2nd-edition/,0
691,"Swift Apprentice, 5th Edition",https://salttiger.com/swift-apprentice-5th-edition/,0
692,Storytelling in Design,https://salttiger.com/storytelling-in-design/,0
693,Programmer’s Guide to Apache Thrift,https://salttiger.com/programmers-guide-to-apache-thrift/,0
694,WebAssembly in Action,https://salttiger.com/webassembly-in-action/,0
695,Get Programming with Node.js,https://salttiger.com/get-programming-with-node-js/,0
696,The Joy of Kotlin,https://salttiger.com/the-joy-of-kotlin/,0
697,"Building Web Apps with WordPress, 2nd Edition",https://salttiger.com/building-web-apps-with-wordpress-2nd-edition/,0
698,Grokking Bitcoin,https://salttiger.com/grokking-bitcoin/,0
699,Cloud FinOps,https://salttiger.com/cloud-finops/,0
700,"MongoDB: The Definitive Guide, 3rd Edition",https://salttiger.com/mongodb-the-definitive-guide-3rd-edition/,0
701,Python for DevOps,https://salttiger.com/python-for-devops/,0
702,"Black Hat Go, Early Access Edition",https://salttiger.com/black-hat-go-early-access-edition/,0
703,Programming with Types,https://salttiger.com/programming-with-types/,0
704,Data Science with Python and Dask,https://salttiger.com/data-science-with-python-and-dask/,0
705,"Practical Data Science with R, 2nd Edition",https://salttiger.com/practical-data-science-with-r-2nd-edition/,0
706,Enterprise Java Microservices,https://salttiger.com/enterprise-java-microservices/,0
707,Practices of the Python Pro,https://salttiger.com/practices-of-the-python-pro/,0
708,Machine Learning for Business,https://salttiger.com/machine-learning-for-business/,0
709,Object Design Style Guide,https://salttiger.com/object-design-style-guide/,0
710,"Deep Learning with TensorFlow 2 and Keras, 2nd Edition",https://salttiger.com/deep-learning-with-tensorflow-2-and-keras-2nd-edition/,0
711,Web Components in Action,https://salttiger.com/web-components-in-action/,0
712,"Designing Interfaces, 3rd Edition",https://salttiger.com/designing-interfaces-3rd-edition/,0
713,TinyML,https://salttiger.com/tinyml/,0
714,Programming iOS 13,https://salttiger.com/programming-ios-13/,0
715,Cloud Native Data Center Networking,https://salttiger.com/cloud-native-data-center-networking/,0
716,"Docker in Action, 2nd Edition",https://salttiger.com/docker-in-action-2nd-edition/,0
717,"Python Machine Learning, 3rd Edition",https://salttiger.com/python-machine-learning-3rd-edition/,0
718,Real-World Software Development,https://salttiger.com/real-world-software-development/,0
719,Mining Social Media,https://salttiger.com/mining-social-media/,0
720,Pure React,https://salttiger.com/pure-react/,0
721,Hands-On Smart Contract Development with Solidity and Ethereum,https://salttiger.com/hands-on-smart-contract-development-with-solidity-and-ethereum/,0
722,Dynamics and Control of Robotic Systems,https://salttiger.com/dynamics-and-control-of-robotic-systems/,0
723,The DevOps 2.5 Toolkit,https://salttiger.com/the-devops-2-5-toolkit/,0
724,The DevOps 2.4 Toolkit,https://salttiger.com/the-devops-2-4-toolkit/,0
725,Learn to Program with App Inventor,https://salttiger.com/learn-to-program-with-app-inventor/,0
726,Big Data: A Tutorial-Based Approach,https://salttiger.com/big-data-a-tutorial-based-approach/,0
727,The Successful Software Manager,https://salttiger.com/the-successful-software-manager/,0
728,AI Crash Course,https://salttiger.com/ai-crash-course/,0
729,Catalyst by Tutorials,https://salttiger.com/catalyst-by-tutorials/,0
730,Living by the Code,https://salttiger.com/living-by-the-code/,0
731,Data Structures and Algorithms in Kotlin,https://salttiger.com/data-structures-and-algorithms-in-kotlin/,0
732,Android Test-Driven Development by Tutorials,https://salttiger.com/android-test-driven-development-by-tutorials/,0
733,Reactive Programming with Kotlin,https://salttiger.com/reactive-programming-with-kotlin/,0
734,"Kotlin Coroutines by Tutorials, 2nd Edition",https://salttiger.com/kotlin-coroutines-by-tutorials-2nd-edition/,0
735,Kubernetes Best Practices,https://salttiger.com/kubernetes-best-practices/,0
736,Linux Observability with BPF,https://salttiger.com/linux-observability-with-bpf/,0
737,Reactive Application Development,https://salttiger.com/reactive-application-development/,0
738,Monolith to Microservices,https://salttiger.com/monolith-to-microservices/,0
739,Kotlin Cookbook,https://salttiger.com/kotlin-cookbook/,0
740,Mastering Spark with R,https://salttiger.com/mastering-spark-with-r/,0
741,"Introducing Python, 2nd Edition",https://salttiger.com/introducing-python-2nd-edition/,0
742,Malware Data Science,https://salttiger.com/malware-data-science/,0
743,Advanced Android App Architecture,https://salttiger.com/advanced-android-app-architecture/,0
744,"ARKit by Tutorials, 3rd Edition",https://salttiger.com/arkit-by-tutorials-3rd-edition/,0
745,"Concurrency by Tutorials, 2nd Edition",https://salttiger.com/concurrency-by-tutorials-2nd-edition/,0
746,"Core Data by Tutorials, 6th Edition",https://salttiger.com/core-data-by-tutorials-6th-edition/,0
747,"Advanced iOS App Architecture, 2nd Edition",https://salttiger.com/advanced-ios-app-architecture-2nd-edition/,0
748,"Data Structures and Algorithms in Swift, 3rd Edition",https://salttiger.com/data-structures-and-algorithms-in-swift-3rd-edition/,0
749,iOS Test-Driven Development by Tutorials,https://salttiger.com/ios-test-driven-development-by-tutorials/,0
750,"Raspberry Pi Cookbook, 3rd Edition",https://salttiger.com/raspberry-pi-cookbook-3rd-edition/,0
751,"Autotools, 2nd Edition",https://salttiger.com/autotools-2nd-edition/,0
752,"Kotlin Apprentice, 2nd Edition",https://salttiger.com/kotlin-apprentice-2nd-edition/,0
753,C# 8.0 Pocket Reference,https://salttiger.com/c-sharp-8-0-pocket-reference/,0
754,Effective TypeScript,https://salttiger.com/effective-typescript/,0
755,"Server Side Swift with Kitura, 2nd Edition",https://salttiger.com/server-side-swift-with-kitura-2nd-edition/,0
756,"Machine Learning by Tutorials, 2nd Edition",https://salttiger.com/machine-learning-by-tutorials-2nd-edition/,0
757,"Android Apprentice, 2nd Edition",https://salttiger.com/android-apprentice-2nd-edition/,0
758,The Design of Web APIs,https://salttiger.com/the-design-of-web-apis/,0
759,App Architecture: iOS Application Design Patterns in Swift,https://salttiger.com/app-architecture-ios-application-design-patterns-in-swift/,0
760,iOS 13 Programming Fundamentals with Swift,https://salttiger.com/ios-13-programming-fundamentals-with-swift/,0
761,"Kubernetes: Up and Running, 2nd Edition",https://salttiger.com/kubernetes-up-and-running-2nd-edition/,0
762,Practical Time Series Analysis,https://salttiger.com/practical-time-series-analysis/,0
763,Practical Modern JavaScript,https://salttiger.com/practical-modern-javascript/,0
764,Programming PyTorch for Deep Learning,https://salttiger.com/programming-pytorch-for-deep-learning/,0
765,Database Internals,https://salttiger.com/database-internals/,0
766,Deep Learning from Scratch,https://salttiger.com/deep-learning-from-scratch/,0
767,Practical Automated Machine Learning on Azure,https://salttiger.com/practical-automated-machine-learning-on-azure/,0
768,Machine Learning Pocket Reference,https://salttiger.com/machine-learning-pocket-reference/,0
769,The Linux Programming Interface,https://salttiger.com/the-linux-programming-interface/,0
770,Natural Language Processing and Computational Linguistics,https://salttiger.com/natural-language-processing-and-computational-linguistics/,0
771,Building Intelligent Cloud Applications,https://salttiger.com/building-intelligent-cloud-applications/,0
772,Graph Algorithms,https://salttiger.com/graph-algorithms/,0
773,The Rust Programming Language (Covers Rust 2018),https://salttiger.com/the-rust-programming-language-covers-rust-2018/,0
774,C++ Crash Course,https://salttiger.com/cpp-crash-course/,0
775,"Concurrency in C# Cookbook, 2nd Edition",https://salttiger.com/concurrency-in-csharp-cookbook-2nd-edition/,0
776,Kubernetes Patterns,https://salttiger.com/kubernetes-patterns/,0
777,Keras to Kubernetes: The Journey of a Machine Learning Model to Production,https://salttiger.com/keras-to-kubernetes-the-journey-of-a-machine-learning-model-to-production/,0
778,Concurrency by Tutorials,https://salttiger.com/concurrency-by-tutorials/,0
779,Deep Learning for the Life Sciences,https://salttiger.com/deep-learning-for-the-life-sciences/,0
780,Effective Python,https://salttiger.com/effective-python/,0
781,"Secure Coding in C and C++, 2nd Edition",https://salttiger.com/secure-coding-in-c-and-cpp-2nd-edition/,0
782,The Manager’s Path,https://salttiger.com/the-managers-path/,0
783,Real-World Bug Hunting,https://salttiger.com/real-world-bug-hunting/,0
784,Strengthening Deep Neural Networks,https://salttiger.com/strengthening-deep-neural-networks/,0
785,Programming Quantum Computers,https://salttiger.com/programming-quantum-computers/,0
786,A Beginner’s Guide to 3D Modeling,https://salttiger.com/a-beginners-guide-to-3d-modeling/,0
787,"Learning React, 2nd Edition",https://salttiger.com/learning-react-2nd-edition/,0
788,Generative Deep Learning,https://salttiger.com/generative-deep-learning/,0
789,Programming Kubernetes,https://salttiger.com/programming-kubernetes/,0
790,Learning Chaos Engineering,https://salttiger.com/learning-chaos-engineering/,0
791,"Arista Warrior, 2nd Edition",https://salttiger.com/arista-warrior-2nd-edition/,0
792,Learning Apache OpenWhisk,https://salttiger.com/learning-apache-openwhisk/,0
793,Voice Applications for Alexa and Google Assistant,https://salttiger.com/voice-applications-for-alexa-and-google-assistant/,0
794,"R Cookbook, 2nd Edition",https://salttiger.com/r-cookbook-2nd-edition/,0
795,"Realm: Building Modern Swift Apps with Realm Database, 2nd Edition",https://salttiger.com/realm-building-modern-swift-apps-with-realm-database-2nd-edition/,0
796,Server Side Swift with Kitura,https://salttiger.com/server-side-swift-with-kitura/,0
797,Advanced iOS App Architecture,https://salttiger.com/advanced-ios-app-architecture/,0
798,"Data Structures and Algorithms in Swift, 2nd Edition",https://salttiger.com/data-structures-and-algorithms-in-swift-2nd-edition/,0
799,Android Apprentice,https://salttiger.com/android-apprentice/,0
800,Kotlin Apprentice,https://salttiger.com/kotlin-apprentice/,0
801,Push Notifications by Tutorials,https://salttiger.com/push-notifications-by-tutorials/,0
802,Learn PowerShell Scripting in a Month of Lunches,https://salttiger.com/learn-powershell-scripting-in-a-month-of-lunches/,0
803,"ARKit by Tutorials, 2nd Edition",https://salttiger.com/arkit-by-tutorials-2nd-edition/,0
804,"iOS Animations by Tutorials, 5th Edition",https://salttiger.com/ios-animations-by-tutorials-5th-edition/,0
805,Server Side Swift with Vapor,https://salttiger.com/server-side-swift-with-vapor/,0
806,Make Your Own Twine Games!,https://salttiger.com/make-your-own-twine-games/,0
807,Deep Learning for Search,https://salttiger.com/deep-learning-for-search/,0
808,"Advanced Apple Debugging & Reverse Engineering, 3rd Edition",https://salttiger.com/advanced-apple-debugging-reverse-engineering-3rd-edition/,0
809,Metal by Tutorials,https://salttiger.com/metal-by-tutorials/,0
810,Phoenix in Action,https://salttiger.com/phoenix-in-action/,0
811,"Getting MEAN with Mongo, Express, Angular, and Node, 2nd Edition",https://salttiger.com/getting-mean-with-mongo-express-angular-and-node-2nd-edition/,0
812,Stream Processing with Apache Flink,https://salttiger.com/stream-processing-with-apache-flink/,0
813,Rootkits and Bootkits,https://salttiger.com/rootkits-and-bootkits/,0
814,Doing Math with Python,https://salttiger.com/doing-math-with-python/,0
815,Fundamentals of Data Visualization,https://salttiger.com/fundamentals-of-data-visualization/,0
816,Learning Apache Drill,https://salttiger.com/learning-apache-drill/,0
817,Creating Augmented and Virtual Realities,https://salttiger.com/creating-augmented-and-virtual-realities/,0
818,Head First Go,https://salttiger.com/head-first-go/,0
819,Learning GraphQL,https://salttiger.com/learning-graphql/,0
820,Thinking with Types,https://salttiger.com/thinking-with-types/,0
821,Composing Software,https://salttiger.com/composing-software/,0
822,Advanced Deep Learning with Keras,https://salttiger.com/advanced-deep-learning-with-keras/,0
823,The Rust Programming Language,https://salttiger.com/the-rust-programming-language/,0
824,Design for How People Think,https://salttiger.com/design-for-how-people-think/,0
825,"C# in Depth, 4th Edition",https://salttiger.com/c-sharp-in-depth-4th-edition/,0
826,Unity Game Development Cookbook,https://salttiger.com/unity-game-development-cookbook/,0
827,Learn Azure in a Month of Lunches,https://salttiger.com/learn-azure-in-a-month-of-lunches/,0
828,"Dependency Injection Principles, Practices, and Patterns",https://salttiger.com/dependency-injection-principles-practices-and-patterns/,0
829,"Eloquent JavaScript, 3rd Edition",https://salttiger.com/eloquent-javascript-3rd-edition/,0
830,Practical Cloud Security,https://salttiger.com/practical-cloud-security/,0
831,"The Well-Grounded Rubyist, 3rd Edition",https://salttiger.com/the-well-grounded-rubyist-3rd-edition/,0
832,Architecting Modern Data Platforms,https://salttiger.com/architecting-modern-data-platforms/,0
833,Hands-On Unsupervised Learning Using Python,https://salttiger.com/hands-on-unsupervised-learning-using-python/,0
834,"Elements of Kotlin, Version 0.1",https://salttiger.com/elements-of-kotlin-version-0-1/,0
835,"Elements of Android Jetpack, Version 0.2",https://salttiger.com/elements-of-android-jetpack-version-0-2/,0
836,Industrial Applications of Machine Learning,https://salttiger.com/industrial-applications-of-machine-learning/,0
837,Programming Bitcoin,https://salttiger.com/programming-bitcoin/,0
838,Mastering Ethereum,https://salttiger.com/mastering-ethereum/,0
839,Natural Language Processing with PyTorch,https://salttiger.com/natural-language-processing-with-pytorch/,0
840,"Docker in Practice, 2nd Edition",https://salttiger.com/docker-in-practice-2nd-edition/,0
841,iOS Development with Swift,https://salttiger.com/ios-development-with-swift/,0
842,"iOS Animations by Tutorials, 4th Edition",https://salttiger.com/ios-animations-by-tutorials-4th-edition/,0
843,Linux Basics for Hackers,https://salttiger.com/linux-basics-for-hackers/,0
844,The Road to learn React,https://salttiger.com/the-road-to-learn-react/,0
845,Designing with Sound,https://salttiger.com/designing-with-sound/,0
846,"Real-Time Rendering, 4th Edition",https://salttiger.com/real-time-rendering-4th-edition/,0
847,"Operating Systems: Internals and Design Principles, 9th Global Edition",https://salttiger.com/operating-systems-internals-and-design-principles-9th-global-edition/,0
848,"Java Pocket Guide, 4th Edition",https://salttiger.com/java-pocket-guide-4th-edition/,0
849,Data Science with Julia,https://salttiger.com/data-science-with-julia/,0
850,Practical Recommender Systems,https://salttiger.com/practical-recommender-systems/,0
851,Learn Robotics with Raspberry Pi,https://salttiger.com/learn-robotics-with-raspberry-pi/,0
852,Math Adventures with Python,https://salttiger.com/math-adventures-with-python/,0
853,"Database Design for Mere Mortals, 3rd Edition",https://salttiger.com/database-design-for-mere-mortals-3rd-edition/,0
854,"SQL Queries for Mere Mortals, 3rd Edition",https://salttiger.com/sql-queries-for-mere-mortals-3rd-edition/,0
855,The Design Thinking Playbook,https://salttiger.com/the-design-thinking-playbook/,0
856,"The Well-Grounded Rubyist, 2nd Edition",https://salttiger.com/the-well-grounded-rubyist-2nd-edition/,0
857,Escaping the Build Trap,https://salttiger.com/escaping-the-build-trap/,0
858,High Performance Django,https://salttiger.com/high-performance-django/,0
859,Seeking SRE,https://salttiger.com/seeking-sre/,0
860,Ruby Performance Optimization,https://salttiger.com/ruby-performance-optimization/,0
861,Technology Strategy Patterns,https://salttiger.com/technology-strategy-patterns/,0
862,Agile for Everybody,https://salttiger.com/agile-for-everybody/,0
863,Impractical Python Projects,https://salttiger.com/impractical-python-projects/,0
864,Mastering TensorFlow 1.x,https://salttiger.com/mastering-tensorflow-1-x/,0
865,Get Programming with Go,https://salttiger.com/get-programming-with-go/,0
866,"R Graphics Cookbook, 2nd Edition",https://salttiger.com/r-graphics-cookbook-2nd-edition/,0
867,Linux in Action,https://salttiger.com/linux-in-action/,0
868,AWS System Administration,https://salttiger.com/aws-system-administration/,0
869,Cloud Native Infrastructure,https://salttiger.com/cloud-native-infrastructure/,0
870,Jenkins 2: Up and Running,https://salttiger.com/jenkins-2-up-and-running/,0
871,Testing Angular Applications,https://salttiger.com/testing-angular-applications/,0
872,Linux for Developers,https://salttiger.com/linux-for-developers/,0
873,Thoughtful Data Science,https://salttiger.com/thoughtful-data-science/,0
874,Mission Python,https://salttiger.com/mission-python/,0
875,"Think Complexity, 2nd Edition",https://salttiger.com/think-complexity-2nd-edition/,0
876,Deploying to OpenShift,https://salttiger.com/deploying-to-openshift/,0
877,"iOS Swift Game Development Cookbook, 3rd Edition",https://salttiger.com/ios-swift-game-development-cookbook-3rd-edition/,0
878,iOS 12 Programming Fundamentals with Swift,https://salttiger.com/ios-12-programming-fundamentals-with-swift/,0
879,Learning Malware Analysis,https://salttiger.com/learning-malware-analysis/,0
880,101 UX Principles,https://salttiger.com/101-ux-principles/,0
881,Learning Perl 6,https://salttiger.com/learning-perl-6/,0
882,Designing with Data,https://salttiger.com/designing-with-data/,0
883,Mastering Azure Analytics,https://salttiger.com/mastering-azure-analytics/,0
884,Efficient R Programming,https://salttiger.com/efficient-r-programming/,0
885,Product Roadmaps Relaunched,https://salttiger.com/product-roadmaps-relaunched/,0
886,"Head First PMP, 4th Edition",https://salttiger.com/head-first-pmp-4th-edition/,0
887,Microservices in Action,https://salttiger.com/microservices-in-action/,0
888,Electron in Action,https://salttiger.com/electron-in-action/,0
889,Pentesting Azure Applications,https://salttiger.com/pentesting-azure-applications/,0
890,Mastering Modular JavaScript,https://salttiger.com/mastering-modular-javascript/,0
891,Designing Web APIs,https://salttiger.com/designing-web-apis/,0
892,Rediscovering JavaScript,https://salttiger.com/rediscovering-javascript/,0
893,Designing for Scalability with Erlang/OTP,https://salttiger.com/designing-for-scalability-with-erlang-otp/,0
894,CSS Floating,https://salttiger.com/css-floating/,0
895,Time Is Money,https://salttiger.com/time-is-money/,0
896,Puppet Best Practices,https://salttiger.com/puppet-best-practices/,0
897,Machine Learning Systems,https://salttiger.com/machine-learning-systems/,0
898,"Algorithms in C, Part 5, 3rd Edition",https://salttiger.com/algorithms-in-c-part-5-3rd-edition/,0
899,"Algorithms in C, Parts 1-4, 3rd Edition",https://salttiger.com/algorithms-in-c-parts-1-4-3rd-edition/,0
900,Kafka Streams in Action,https://salttiger.com/kafka-streams-in-action/,0
901,Feature Engineering for Machine Learning,https://salttiger.com/feature-engineering-for-machine-learning/,0
902,Python Crash Course,https://salttiger.com/python-crash-course/,0
903,Securing DevOps,https://salttiger.com/securing-devops/,0
904,Mastering Go,https://salttiger.com/mastering-go/,0
905,"GraphQL and Android, Final Version",https://salttiger.com/graphql-and-android-final-version/,0
906,"Exploring Android, Version 0.4",https://salttiger.com/exploring-android-version-0-4/,0
907,"Android’s Architecture Components, Final Version",https://salttiger.com/androids-architecture-components-final-version/,0
908,Python Social Media Analytics,https://salttiger.com/python-social-media-analytics/,0
909,"Neural Network Programming with Java, 2nd Edition",https://salttiger.com/neural-network-programming-with-java-2nd-edition/,0
910,Neural Network Programming with Tensorflow,https://salttiger.com/neural-network-programming-with-tensorflow/,0
911,Getting Started with OpenBTS,https://salttiger.com/getting-started-with-openbts/,0
912,Usability Matters,https://salttiger.com/usability-matters/,0
913,Streaming Systems,https://salttiger.com/streaming-systems/,0
914,The Site Reliability Workbook,https://salttiger.com/the-site-reliability-workbook/,0
915,Visualizing Streaming Data,https://salttiger.com/visualizing-streaming-data/,0
916,Getting Started with Kudu,https://salttiger.com/getting-started-with-kudu/,0
917,Applied Text Analysis with Python,https://salttiger.com/applied-text-analysis-with-python/,0
918,"Programming Clojure, 3rd Edition",https://salttiger.com/programming-clojure-3rd-edition/,0
