,title,url,description
498,3D Depth Button Hover Effect,https://codemyui.com/3d-depth-button-hover-effect/,"An elegant 3d button that you can use as a CTA element on your next landing page, this was designed by Sasha. When you hover over it, you can..."
499,One Hand Optimised Mobile Navigation,https://codemyui.com/one-hand-optimised-mobile-navigation/,"We have seen various navigation menu snippets here, this is a special one because it’s optimised for use with a single hand on mobile devices. When you scroll down..."
500,Login Form with Visual Cues for Invalid Input,https://codemyui.com/login-form-visual-cues-invalid-input/,This login form provides visual cues by wiggling the input field when an invalid input is entered. It also notifies the visitor when the password is wrong and also...
501,Ken Burns Responsive Banner,https://codemyui.com/ken-burns-responsive-banner/,This snippet for a responsive image banner with the Ken burns effect was designed by designed by Kyle Foster.
502,Concentric Circles Navigation Menu,https://codemyui.com/concentric-circles-navigation-menu/,This is an experimental navigation menu by Bennett Feely. When you click on the menu button on the top right it expands into a series of concentric circles to...
503,Single Slanted Header – Angled Div,https://codemyui.com/single-slanted-header-angled-div/,If you are looking to add some uniqueness to you site having an angled header might be a good place to start. It’s easily achieved using only CSS as...
504,Fancy Hover Effect for Button,https://codemyui.com/fancy-hover-effect-button/,"This fancy hover effect for buttons was designed by LukasOe. On hover, the button text colour is inverted and the button goes from a solid colour to a series..."
505,Floating Font Awesome Rounded Corner Social Icons,https://codemyui.com/floating-font-awesome-rounded-corner-social-icons/,This snippet uses font awesome icons to show floating social icons.
506,Pure CSS Potion Loading Animation,https://codemyui.com/pure-css-potion-loading-animation/,This is a pure CSS loading animation that looks like potion filling up in a test tube. It was designed by Michael Mangialardi.
507,Wavy Text Using Text Transform,https://codemyui.com/wavy-text-using-text-transform/,This snippet for wavy text was designed by Amelia Bellamy-Royds. This wavy effect was achieved using text transform.
508,CSS Only Flickering Effect Neon Text,https://codemyui.com/css-flickering-effect-neon-text/,We have seen many neon text effects and this is a new one designed by Kevin. We have the neon text and it has a glowing and flickering effect...
509,Image Hover Card UI Effect,https://codemyui.com/image-hover-card-ui-effect/,This fancy image effect was is designed by Alex Moore. You have a full-screen image and when you hover over the text a card rises out to higlight the...
510,Android Marshmallow Boot Animation,https://codemyui.com/android-marshmallow-boot-animation/,"This is a CSS only deconstruction of the Android Marshmallow boot animation, it was designed by Ariful Islam. This could be used as a preloader on an Android related..."
511,Laser Text Animation in CSS,https://codemyui.com/laser-text-animation-css/,"This text animation was designed by Bennett Feely, it looks like a bunch of lasers coming out and printing out the characters."
512,Loading Animations,https://codemyui.com/loading-animations/,"These are Pure CSS preloaders that you can use in your next web project, it was designed by Jakob Lewis. There are six different spinners to choose from: Three..."
513,Scrolling Background Pattern,https://codemyui.com/scrolling-background-pattern/,"If you are looking for to add some scrolling effect to your background pattern you can do so with this snippet by Nils Riedemann, the pattern scrolls from top..."
514,Sidebar Menu Scroll Progress Indicator,https://codemyui.com/sidebar-menu-scroll-progress-indicator/,This is a great snippet by Hakim El Hattab where you can see a scroll progress indicator that highlights sections of a page that are currently in view. You...
515,Push Notifications & Newsletter Signup Button to Form Animation,https://codemyui.com/push-notifications-newsletter-signup-button-form-animation/,With this awesome snippet designed by 14islands you can show 2 buttons side by side one for push notifications and the other one for email newsletters. When someone clicks...
516,Preview Tooltip on Link Hover,https://codemyui.com/preview-tooltip-link-hover/,With this snippet by Dudley Storey you can add a preview modal for links within your content. When anyone hovers over one of these links a preview tooltip appears...
517,CSS Blur Effect at Different Speeds,https://codemyui.com/css-blur-effect-differet-speeds/,"This is a text effect snippet you can use for displaying quotes, testimonials or a block of text. You see random words fade into view ad different speeds creating..."
518,Infinity Preloader,https://codemyui.com/infinity-preloader/,"Loading more content for your visitors, why not display this fancy infinity preloader while the content loads? This was designed by Adam Hopkins."
519,Image Hover Magnifying Glass Zoom Effect with Colour,https://codemyui.com/image-hover-magnifying-glass-zoom-effect-colour/,"This snippet by Balázs Suhajda lets you mimic the effect of a magnifying glass. With this snippet, your image is converted to greyscale on hover we see a magnifying..."
520,3D Flip Image and Content Slider,https://codemyui.com/3d-flip-image-content-slider/,"In this image content carousel, we can see that there is an image on the left-hand side and the content associated with the image on the right. When you..."
521,Pure CSS Panels Transition Animation,https://codemyui.com/pure-css-panels-transition-animation/,This is a pure CSS content panel designed by Mattia Astorino. There are two different transition animation for one we see the second section slide down and for the...
522,Realistic CSS Switch,https://codemyui.com/realistic-css-switch/,"A checkbox input field designed to look like a toggle switch. This is a pure CSS snippet, designed by Nathan Taylor."
523,Prominent Colour Skeleton Screens for Images as seen on Pinterest,https://codemyui.com/prominent-colour-skeleton-screens-images-seen-pinterest/,A lot of image-heavy sites use Skeleton Screens to avoid showing a loading icon to their users. Pinterest takes it a step further and calculates the dominant colour of...
524,Stuff Following Mouse Pointer,https://codemyui.com/stuff-following-mouse-pointer/,"In this particular snippet, you get a bunch of markers that follow around your mouse cursor on the screen. As soon as you move your cursor, the markers will..."
525,3D Swinging Text Animation,https://codemyui.com/3d-swinging-text-animation/,"Here we have a text animation designed by John Garcia. In this snippet, we have a 3d text which moves left and right giving a sense of depth as..."
526,Responsive Split Screen Layout For Services,https://codemyui.com/responsive-split-screen-layout-services/,"If you want to use a split layout in your web pages, you might wanna use this snippet. It has two sections, one on the right and left each..."
527,Arc Like Image Slider,https://codemyui.com/arc-like-image-slider/,This particular image gallery was designed by Sean Harrington. It kind of looks like a Simon Says electronic game where you have a small arc of images and clicking...
528,Pure CSS Direction Sensitive Flip on Hover,https://codemyui.com/pure-css-direction-sensitive-flip-hover/,If you want to showcase some fancy buttons perhaps of social media sites or other content then this pure css direction aware flip buttons might come in handy. It...
529,Diagonal Slide Content Slider,https://codemyui.com/diagonal-slide-content-slider/,If you have a blog and want to showcase some featured content then this image/content slider might be a good fit for you. It was designed by Nick Moreton....
530,Spinning Ring Text in Pure CSS,https://codemyui.com/spinning-ring-text-pure-css/,"This fancy text effect was designed by nxworld, it showcases the text spinning around as if it was wrapped around a ring. The effect was achieved with only CSS."
531,Text Reveal Animation in CSS,https://codemyui.com/text-reveal-animation-css/,A neat little text reveal animation in pure CSS designed by Mattia Astorino. There is a streak of solid yellow from left to right which reveals the hidden text.
532,Multiple Style Scroll Down Indicator,https://codemyui.com/multiple-style-scroll-indicator/,"From scroll arrows to scroll mouse icon we have seen various scroll indicators in web design. This series of scroll indicators were designed by nxworld, it has multiple scroll..."
533,Folded Paper Text Effect,https://codemyui.com/folded-paper-text-effect/,This little snippet will allow you to add a 3D folded paper snake like text effect to your content. When you hover over the content the folds are removed...
534,Minimalistic Hover Effect Button Animations,https://codemyui.com/minimalistic-hover-effect-button-animations/,There are twelve different button styles in this particular snippet. This collection has a traditional closed button and effects like complete the border and fills the button with colour...
535,Transition Animation On Close,https://codemyui.com/transition-animation-close/,"In this beautifully animated transition, you will see that when you click the close button you get an effect which centres down with multiple layers of colours kind of..."
536,Gliched Text Effect With Hover Animation,https://codemyui.com/gliched-text-effect-hover-animation/,"In this particular text animation designed by Nick Pearson, you will see that the text has an underlying blur to it. This is formed by two different coloured variations..."
537,Full Width Image Wall Horizontal Scroll,https://codemyui.com/full-width-image-wall-horizontal-scroll/,"In this snippet we can see a full-width image wall that does a smooth horizontal scroll, this is great when you want to showcase a series of images on..."
538,Top Left to Bottom Right Ken Burns,https://codemyui.com/top-left-bottom-right-ken-burns/,If you want to add the Ken Burns effect to an image then snippet will help you do that. You will see that the view pans from the top...
539,CSS Only Ken Burns Effect,https://codemyui.com/css-ken-burns-effect/,"The Ken Burns effect is a type of panning and zooming effect used in video production from still imagery, popularised by American documentarian Ken Burns. We have seen this..."
540,Floating Icons on Left Border Pure CSS,https://codemyui.com/floating-icons-left-border-pure-css/,When you want to show some social sharing options or introduce some other CTA buttons that re stuck to the left border of the screen this pure CSS snippet...
541,Text Link Hover Load Image,https://codemyui.com/text-link-hover-load-image/,We have seen this effect where there a bunch of text links on the page and on hover an image is loaded up and shown to the visitor. This...
542,Whack a Mole Style Pop Out Button,https://codemyui.com/whack-mole-style-pop-button/,"This is a nice little CTA hack for your next landing page. Designed by Jake Schoolmeesters this CSS only button has got a whack a mole look to it,..."
543,Animated Backlight Glow from Borders,https://codemyui.com/animated-backlight-glow-borders/,"In this snippet, you can see an animated glow that radiates from the border of the element. This looks like a great way to get the users attention to..."
544,Pure CSS Fancy Rounded Animated Weather Icons,https://codemyui.com/pure-css-rounded-animated-weather-icons/,"This is a set of rounded weather icons that are animated, it was designed by Akhil Sai Ram. There are five different icon animation you can see Sunny Day..."
545,Expanding Column on Click Snippet,https://codemyui.com/expanding-column-click-snippet/,This is a vertical column layout that you can use in your next web design project. It was designed by Ettrics. The columns has a shimmering effect to it...
546,Responsive Multicoloured X’mas Fairy Lights,https://codemyui.com/responsive-multicoloured-xmas-fairy-lights/,This is a pure CSS responsive multicoloured x’mas fairy lights designed by Chris Doble. The number of arches for the lights increase and decrease with the size of the...
547,Pure CSS Accordion Layout Hover Effect,https://codemyui.com/pure-css-accordion-layout-hover-effect/,"This accordion tab was designed by Rachel Reveley. There are 5 vertical sections each with a solid background colour and on hover, each section expands to reveal the hidden..."
548,Open and Close Christmas Card,https://codemyui.com/open-close-christmas-card/,"This is a simple greeting card like interface you can add to you website. There is a message and a button, when you click on the button the message..."
549,Marker Pen Highlight Effect on Hover & Click,https://codemyui.com/marker-pen-highlight-effect-hover-click/,Another link hover effect where you see a wired.com style link effect. When you hover over the text you can see a marker pen like highlight effect expanding from...
550,Single Div Pure CSS Christmas Tree,https://codemyui.com/single-div-pure-css-christmas-tree/,This is a Christmas tree that you can use on your website. This animation is created in pure CSS. You can see a minimalist tree with a tree topper...
551,Laughing Santa Claus in Pure CSS,https://codemyui.com/laughing-santa-claus-in-pure-css/,Using this Pure CSS snippet you can show a giggling Santa Claus in your Christmas web pages and emails. It was designed by Alireza Sheikholmolouki.
552,Neon Text with Flickering Effect,https://codemyui.com/neon-text-flickering-effect/,This neon light effect in pure CSS gives you various different styles that you can use in your next project. This was designed by Thomas Trinca.
553,Christmassy Tags with Flip on Hover,https://codemyui.com/christmassy-tags-flip-hover/,With this Christmassy script you can add a tag like element to your web page. You can add some text to it and on hover it will do a...
554,Speech Bubble Themed Contact Form,https://codemyui.com/speech-bubble-themed-contact-form/,Speech bubbles (also called speech balloons / chat bubbles) are a graphic convention used in comic books and cartoons to allow words to be understood as something the character...
555,Buttons with Expanding Border on Hover,https://codemyui.com/buttons-expanding-border-hover/,"There are no shortages of button hover effects on here, this new design comes from Little Snippets. In this code snippet, you will see that the button has a..."
556,Single Field Account Registration Form,https://codemyui.com/single-field-account-registration-form/,An interactive signup / register form designed by Riccardo Pasianotto. You are asked to enter your email and on submitting that the field changes to one that asks you...
557,Animated Christmassy Email Snippet,https://codemyui.com/animated-christmassy-email-snippet/,This is an email snippet that we have with animated snowflakes falling in the background. This Christmassy themed email snippet is designed by Canva and you can find it...
558,Merry Christmas SVG Text Animation,https://codemyui.com/merry-christmas-svg-text-animation/,This is a text animation where a swooping sign comes in and says Merry Christmas on a red background. This is really great when you want to add some...
559,Falling Snowflake Background Animation in Pure CSS,https://codemyui.com/falling-snowflake-background-animation-pure-css/,"This is a great animation that you can add on your website during Christmas time. In this animation, you can see falling snowflake to your website with a slight..."
560,Slide Animation to Reveal New Text,https://codemyui.com/slide-animation-reveal-new-text/,In this text animation designed by Nathan Taylor you have a block of text and then you will see a solid swoop of colour moving in from left to...
561,Stripe.com Header Navigation Code,https://codemyui.com/stripe-com-header-navigation-code/,Stripe.com has a pretty sweet header navigation design. You might remember them from the client logo hover animation post from a few days ago. This time Maciej Leszczyński has...
562,Pixel Based Digital Display Text Animation,https://codemyui.com/pixel-based-digital-display-text-animation/,A digital display where you have various pixels flashing on & off. You can type in any text and this snippet will animate that text. It feels a lot...
563,Slot Machine Text Animation,https://codemyui.com/slot-machine-text-animation/,This is a text animation where you have a block of text in which each letter animates as if it’s a slot machine and reveals a different block of...
564,Fancy Button Effects,https://codemyui.com/fancy-button-effects/,"Here is a snippet that has six different button animation for text links, it was designed by Riccardo Zanutta. The first one is a ghost button with a shadow,..."
565,Sun Rise with Rays Over Mountain Animation,https://codemyui.com/sun-rise-rays-mountain-animation/,This is an epic animation where you can see a mountain range and your mouse moves the sun from behind the mountain to the top of the sky. As...
566,Premium Ghost Button with Slow Gradient Colour Fill,https://codemyui.com/premium-ghost-button-slow-gradient-colour-fill/,This ghost button has a nice premium look to it and will look great on websites with a dark background. It was designed by Daniel Box. In this snippet...
567,Stripe.com Client Logo Hover Blur Animation,https://codemyui.com/stripe-com-client-logo-hover-blur-animation/,"If you are trying to replicate the blur animation that you see on the Stripe.com website’s client showcase section, then take a look at this pure CSS snippet by..."
568,Rainbow Colors Random Character Shuffle Effect for Text,https://codemyui.com/rainbow-colors-random-character-shuffle-effect-text/,"We have seen other shuffle effect using jQuery, this is similar to that but using vanilla JS. You have a title and description field that you can add text..."
569,Scan Text Coming into Focus Animation,https://codemyui.com/scan-text-coming-focus-animation/,"In this text animation, we have a blurry text in the background and when the viewfinder moves over it, the text comes into focus. This animation was designed by..."
570,Split Photo Canvas Effect in 3D,https://codemyui.com/split-photo-canvas-effect-3d/,Do you love the split canvas photo effects that you see on different home interior design magazines? You can get that effect on your website using this pure CSS...
571,Responsive Mega Menu Snippet with Expandable Sections,https://codemyui.com/responsive-mega-menu-snippet-expandable-sections/,This snippet will allow you to add a responsive mega menu to your website. Mega menus are great when you have a lot of content that you want to...
572,Pure CSS Animation of Opening and Flipping the Pages in a Book,https://codemyui.com/pure-css-animation-opening-flipping-pages-book/,Want to simulate a book opening and flipping through pages using HTML CSS; this is the right snippet for you.Designed by Valeria Teslya.
573,Custom Input Field To Accept Numbers,https://codemyui.com/custom-input-field-accept-numbers/,This is something that you can use on your website where you want to take a numeric input from the user. You can use the plus and minus sign...
574,Wavy Text With Bouncy Letter Animation,https://codemyui.com/wavy-text-bouncy-letter-animation/,"This is a text animation designed by Raul Dronca, the text has a wavy animation and each individual characters has a bouncy effect with shadows and all. This will..."
575,Button Morph to Email Subscription Form,https://codemyui.com/button-morph-email-subscription-form/,This is an email subscription form designed by Ahmad Shadeed where you accept the user’s email address as the input. It starts off with a button that you can...
576,Spooky Light Flickering Effect for Text in CSS,https://codemyui.com/spooky-light-flickering-effect-text-css/,"Want to add some spooky effect to your webpage, then this Halloween inspired effect that you can apply to any block of text might be just the thing for..."
577,Customizable Sparkle Text Animation,https://codemyui.com/customizable-sparkle-text-animation/,"In this snippet, you get a text animation along with a snowy background. You can customize the text to add your own message and it comes up as a..."
578,3D Hover Effect for Button,https://codemyui.com/3d-hover-effect-button/,This is an interactive 3D button as you move your mouse over the button you will see that the button will interact with it.It’s great to use as a...
579,Christmas Background in Pure CSS,https://codemyui.com/christmas-background-pure-css/,"This is something that you can use as a background of your website. It will especially work great at Christmas time. In this code snippet, we use CSS to..."
580,Christmas Lights in Pure CSS,https://codemyui.com/christmas-lights-pure-css/,Everyone loves their Christmas lights during the festive season and with this snippet you can add one in pure CSS to your web pages. This was designed by Toby....
581,Click to Spawn an Eruption of Words,https://codemyui.com/click-spawn-eruption-words/,This is a fancy text animation designed by Kabir Shah. When you click on the scren you will see an erruption of the various different words and all of...
582,Falling snow in Email,https://codemyui.com/falling-snow-email/,This is an email that can be used during Christmas time. You can see that there is a section where you can see snow falling in the background. It...
583,3D Flip Hover Animation For Service Blocks,https://codemyui.com/3d-flip-hover-animation-service-blocks/,This is something that we can use in a portfolio or on a service website where you have multiple boxes that outline various services that are offered. When you...
584,Pure CSS Material Design Card UI for Articles,https://codemyui.com/pure-css-material-design-card-ui-articles/,"This fancy article card is something that we can use in blogs and blog archives. It’s a card-based UI where you show the image, the title and the description..."
585,Button Text Border Glitch Effect in CSS,https://codemyui.com/button-text-border-glitch-effect-css/,"Everyone loves the trendy glitch effect, right? In this snippet, we have the glitch effect in pure CSS by Thom Aufresne. You can see the hover effect for a..."
586,Flying Ghosts for Halloween Themed Websites,https://codemyui.com/flying-ghosts-halloween-themed-websites/,"Do you want to dress up your website for Halloween, then you will love our new collection of Halloween snippets. The 1st one in that series is a snippet..."
587,Swipeable Video Cards UI,https://codemyui.com/swipeable-video-cards-ui/,"Looking to add a card ui to showcase your video content, want those card to be swipeable? Well today is your lucky day since this snippet does just that..."
588,Disappearing Header on Scrolling Parallax,https://codemyui.com/disappearing-header-scrolling-parallax/,This snippet is great for displaying the title on blog posts. You have a title on the hero image that will be tucked under the image using a parallax...
589,Configurable Rain Effect in CSS,https://codemyui.com/configurable-rain-effect-css/,This is a CSS rain effect with multiple configuration options. You can choose to have a single drop or multiple drops coming in. You can also add and remove...
590,Distorted Button Hover Image Reveal,https://codemyui.com/distorted-button-hover-image-reveal/,"This awesome image effect is the one seen on Ludmilla Maury, this snippet was designed by Thom Aufresne. When you hover of the button which has a distorted effect..."
591,Ghost to Solid Colour Nav Bar on Scroll,https://codemyui.com/ghost-solid-colour-nav-bar-scroll/,"In this snippet, you can configure the color and size of the navbar. Available colors: primary | secondary | white | ghost and available sizes: xl | lg |..."
592,Iron Filings Magnet Image Transition Effect,https://codemyui.com/iron-filings-magnet-image-transition-effect/,"I have no idea what to call this effect, it reminded me of how iron filings reacts to a magnet so I am calling it that. If you are..."
593,Parallax Effect Full Width Sections,https://codemyui.com/parallax-effect-full-width-sections/,"In this code snippet, you can add a parallax effect using just Pure CSS. You got multiple colored backgrounds. When you scroll through them, it reveals a content on..."
594,Material Design Add to Cart Button with Modal Popup,https://codemyui.com/material-design-add-cart-button-modal-popup/,"This is a simple add to cart button designed by Jack Oliver. When you click on the cart image button, you get a modal window coming up which will..."
595,One Pager with Full Width Section Navigation,https://codemyui.com/one-pager-full-width-section-navigation/,This snippet is something that you can use as a one-page website. Clicking on the navigation will take you to each of the blocks which take the full width...
596,Fade In – Out Intro Text Animation,https://codemyui.com/fade-intro-text-animation/,This is an intro text animation that we can use in the hero section of the website where you want to tell a small story. You can see blurry...
597,Magic Mouse Scroll Down Icon,https://codemyui.com/magic-mouse-scroll-icon/,This is a scroll down animation that you can use in your web page where you want to provide a visual cue to users that there is more content...
598,Material Design Gooey Down Arrow,https://codemyui.com/material-design-gooey-arrow/,This is a downward pointing arrow with a gooey effect. This can be used where you want to tell the users that there is more content when you scroll...
599,Column Image Gallery with Click to Expand,https://codemyui.com/column-image-gallery-click-expand/,"A pretty cool image gallery designed by Nikolay Talanov. There are five images in a column like layout, on hover you see the number overlayed on the image. When..."
600,Epic Collection of Link Hover Effects,https://codemyui.com/epic-collection-link-hover-effects/,The default link style looks horrible on any web page but thankfully we have seen there are many awesome ways to style your link element. In today’s snippet designed...
601,iOS Toggle Switch,https://codemyui.com/ios-toggle-switch/,A simple iOS toggle switch for your web projects. It was designed by Daniel Hannih
602,Slide in Inline Font Animation,https://codemyui.com/slide-inline-font-animation/,"This text animation uses the slide in effect for each alphabet, using CSS we also add an inline style to the text. This was designed by Simon Vrachliotis. When..."
603,Slide in Nav Menu with Off-Trigger Area,https://codemyui.com/slide-nav-menu-off-trigger-area/,We have seen many navigation menu effects and today we have another one for you. This slide in nav menu with an off-trigger area was designed by Matthieu Bué....
604,Five Star Rating System for Emails,https://codemyui.com/five-star-rating-system-emails/,"With this snippet, you can show a five-star rating snippet in your email campaigns. Something like this will work well to get feedback from your subscribers. It was designed..."
605,Gradient Text With Drop Shadow Effect,https://codemyui.com/gradient-text-drop-shadow-effect/,This an awesome text effect where you can add a gradient color to the text with a little drop shadow. If you are looking to add some captivating text...
606,Table of Content with Page Number Using CSS pseudo-element,https://codemyui.com/table-content-page-number-using-css-pseudo-element/,In this snippet by Matthieu Bué we see how we can add page numbers to a table of content using pseudo-elements. The styling is applied to an unordered list...
607,Bouncy Countdown Timer in SVG,https://codemyui.com/bouncy-countdown-timer-svg/,This simple bouncy countdown timer is great when you want to add a countdown clock to your web project. Using SVG animation the numbers are given a nice little...
608,Word Outline Animation Using Dotted Lines,https://codemyui.com/word-outline-animation-using-dotted-lines/,"If you are looking to add some oomph to your hero section with text, try this text animation by Claire Larsen. In this snippet, we can see that the..."
609,Various Styles CSS Ribbons,https://codemyui.com/various-styles-css-ribbons/,A bunch of css ribbons in various styles designed by Elena Nazarova. These are great when you want to show special offers or deals for products on e-commerce sites.
610,Image Gallery Grid Loading Effect on Click,https://codemyui.com/image-gallery-grid-loading-effect-click/,If your next web project has got a lot of images and you need to showcase them in an image gallery using grid layout then you will love this...
611,Pure CSS Simple Button Hover Effects,https://codemyui.com/pure-css-simple-button-hover-effects/,"A set of three amazing pure CSS button hover effects by Dronca Raul in which when you hover over the first button, it morphs into top and bottom line...."
612,Circular Image Gallery,https://codemyui.com/circular-image-gallery/,Circular image gallery where you can have multiple images. The loading animation for this images is a circular swirl. Designed by Steve Gardner.
613,3Angle Watch Face Code Snippet,https://codemyui.com/3angle-concept-sci-fi-smartwartch-watchface-idea-connecting-dots-pointer-pointing-triangle-wrist-constantly-smoothly-changing-shape/,3Angle is a concept sci-fi smartwatch watch face designed by Rasam Rostami. Siddharth Parmar took that idea and created a stunning watch / clock interface that you can use...
614,3D Text Effect on Mouse Movement,https://codemyui.com/3d-text-effect-mouse-movement/,"In this fancy 3D text effect, you will see that the text appears to be layered which gives it a sense of depth. When you move the mouse the..."
615,Time Picker UI With Changing Backgrounds For AM & PM,https://codemyui.com/time-picker-ui-changing-backgrounds-pm/,"This simple user interface for time picker is designed by Josh Bivens. There are three vertical sliders that you can use to pick the hour, minute and AM/PM. When..."
616,Highlight Search Keyword In Text,https://codemyui.com/highlight-search-keyword-text/,"In this code snippet, when you search for any text in the given search box all occurrence of that particular search term in the body are highlighted. Designed by..."
617,Day And Night Toggle Switch Animation,https://codemyui.com/day-night-toggle-switch-animation/,"A day/night toggle switch which changes the background colour when you switch between the on and off state. In this snippet, when you switch to the daylight state the..."
618,Rainbow Coloured Button Border,https://codemyui.com/rainbow-coloured-button-border/,This is a simple CSS snippet that you can use to add the rainbow coloured border for your buttons.Designed by Stephy Miehle.
619,"doc, pdf, excel, ppt & xml File Icon Hover Animation In CSS",https://codemyui.com/doc-pdf-excel-ppt-xml-file-icon-hover-animation-css/,When you want to showcase various files on your web page this snippet of pure CSS code by Aleksandar Čugurović will be a life saver. There are five different...
620,Product Review Card UI With Rating Score,https://codemyui.com/product-review-card-ui-rating-score/,"This card UI is great if you want to add a review card to your website. In this example, we can see a couple of movies in the review..."
621,SVG Alphabet Animation,https://codemyui.com/svg-alphabet-animation/,This epic lettering animation is made with SVG and anime.js and is perfect where you want to add some eye catchy animation to some text that you want to...
622,Typewriter Effect for Individual Words in Text Block,https://codemyui.com/typewriter-effect-individual-words-text-block/,"We have seen a few different text animation effects and today we have one more for that list, this beautiful snippet was designed by Kunuk Nykjaer. Unlike some of..."
623,Text in Stairs Layout,https://codemyui.com/text-stairs-layout/,This is a fancy text effect that will look gorgeous in the hero section of any web page where you want to highlight the copy on the page. This...
624,Hero Section Video WIth Mix-Blend-Mode Overlay Text,https://codemyui.com/hero-section-video-mix-blend-mode-overlay-text/,This snippet by Dudley Storey will help you add a fullscreen video to your website’s hero section with a nice title overlay using mix-blend-mode. This can work well on...
625,Slide Up And Drop Down Text Animation,https://codemyui.com/slide-drop-text-animation/,Text effect where the first part rises up from below and different bits of the second part drops from above. Designed by Eric Grucza. Will work great in projects...
626,A Set Of Animated CSS Spinners,https://codemyui.com/set-animated-css-spinners/,Four different pure CSS animated spinners that you can use in your web projects. The first animation we have is a pulsating green dot on a grey background with...
627,City Skyline Parallax Scrolling,https://codemyui.com/city-skyline-parallax-scrolling/,A multilayered parallax scrolling effect that showcases a skyscraper filled city with the backdrop of a beautiful mountain ranges. Designed by Jeremy Hull.
628,Dual Section Hero Slider,https://codemyui.com/dual-section-hero-slider/,"A hero slider with two different section that has a separate background colour, with an image that can be overlayed on top of these sections. When you transition between..."
629,Sunset To Night Animation On Click,https://codemyui.com/sunset-night-animation-click/,A background animation that switches from a warm sunset to a dark night sky on click. It was designed by Dacheng aka dSolver.
630,Slideout Next Article Modal When You Reach End of Post,https://codemyui.com/slideout-next-article-modal-reach-end-post/,"If you are looking to get your visitors to check out the next article on your blog, after they finish reading the one they are on, this snippet might..."
631,Button With Tooltip on Hover,https://codemyui.com/button-tooltip-hover/,"This is a nice button to offer up downloads for your visitors. When you hover over it, it shows you a tooltip which in this case tells you the..."
632,Clinking Wine Glasses Loading Animation,https://codemyui.com/clinking-wine-glasses-loading-animation/,"As you all know we love our loading animations, today we have a really cool one for all you wine enthusiasts. This loading animation was designed by Elena Nazarova...."
633,Hotspot on Image With Pulsating Effect,https://codemyui.com/hotspot-image-pulsating-effect/,In this pure CSS snippet by Matthias Ott we see how to add a nice little pulsating effect to a hotspot on an image. This call to action element...
634,Project Deadline Progress Bar Animation,https://codemyui.com/project-deadline-progress-bar-animation/,"A hilarious progress bar animation by Jonathan Silva. The progress bar has a person sitting on a chair working away at a desk with a countdown of 7 days,..."
635,Out of Sync Line Circular Spinner Loading Animation,https://codemyui.com/sync-line-circular-spinner-loading-animation/,"Here is another loading animation in pure CSS, this was designed by Slava Zuryanov. In this snippet we can see a bunch of lines of different lengths, spinning at..."
636,Image With Multiple Hotspot That Activates on Hover,https://codemyui.com/image-multiple-hotspot-activates-hover/,"This snippet by Adam Grayson adds a bunch of hotspots to any image, these hotspots will remain in the same location when you resize the images. When you hover..."
637,Pagination UX in Pure CSS,https://codemyui.com/pagination-ux-pure-css/,"When you have a lot of content to show on a page you might typically break it up into multiple pages and use pagination to navigate between those pages,..."
638,Hamburger Menu to Fullscreen List Menu,https://codemyui.com/hamburger-menu-fullscreen-list-menu/,This is a great snippet if you want to show the hamburger menu on the top left of the screen and on click you want that to expand and...
639,Responsive Hover Blocks With Box Shadow,https://codemyui.com/responsive-hover-blocks-box-shadow/,Recreate this simple pure CSS hover blocks effect using this snippet from Zane Hannan AU. When you hover over the blocks you get a box shadow effect and it...
640,Card UI Tile Layout for Blog Archive Pages,https://codemyui.com/card-ui-tile-layout-blog-archive-pages/,Card Ui is great for blog archive pages where you want to showcase multiple articles in a nicely laid out grid. This snippet offers two different layouts that you...
641,Day Night Toggle Switch That Changes Background Color,https://codemyui.com/day-night-toggle-switch-changes-background-color/,"This simple input field is styled to look like a day-night toggle switch, it was designed by Joseph Shenton. You get the option to switch between day and night..."
642,Link to Button Animation on Hover,https://codemyui.com/link-button-animation-hover/,"When you hover over this link it transforms into a button, designed by Thomas Vaeth"
643,5+ Creative Dropdown Effects for Lists,https://codemyui.com/5-creative-dropdown-effects-lists/,Looking to add some flair to your list elements? Have a look at these 8 dropdown effects for lists created in pure CSS by Ed Southgate. These can be...
644,Suspending in Air using Pure CSS,https://codemyui.com/suspending-air-using-pure-css/,This is a great way to highlight your product. With pure CSS wizardry Hornebom gives the impression the item is suspended in thin air. This will work well on...
645,Testimonial Section with Rotating Background Color,https://codemyui.com/testimonial-section-rotating-background-color/,Testimonials are great to build users trust and this snippet by Joseph Shenton offers an easy way to add a colorful testimonial section to your web page. You will...
646,Hamburger Menu to Full-Screen Navigation Menu in Pure CSS,https://codemyui.com/hamburger-menu-full-screen-navigation-menu-pure-css/,Use this pure CSS hamburger menu in your next project where you want to show a full-screen navigation menu. It was designed by Julien Lejeune. When you click on...
647,Input Field Label Float to Top on Click,https://codemyui.com/input-field-label-float-top-click/,"Putting input field labels inside them is generally not a great idea, but with this awesome snippet you can float the labels to the top of the input field..."
648,Button Open on Hover,https://codemyui.com/button-open-hover/,This little snippet will make your button open up like a book on hover. There are 2 variations one in which the button open us from the leftmost end...
649,Image Hover Reveal Title and Caption,https://codemyui.com/image-hover-reveal-title-caption/,Here is a nice little snippet from LittleSnippets that adds a hover animation for your images. When you move the mouse over an image the title and description for...
