,name,category,note,author,url,downloads,votes,comments
755,车来了IOS13｜附近公交,生活,随时随地查询附近公交，IOS13专用。,某某某的某某某,https://www.icloud.com/shortcuts/b4938dacdbaf41f49dd89b3a64288b9c,346,4,0
756,翻译-64国家语言,工具,支持手动与语音输入,咱们裸熊,https://www.icloud.com/shortcuts/465f5ebf150c4c84a5de36640aa27d08,472,4,3
757,社区数据监视器,工具,定时监控社区总粉丝数、下载量、获赞数（beta阶段默认3小时推送一次，暂时不可自定义（后续可自定义）,Marin9090,https://www.icloud.com/shortcuts/343a42978f814fd5b3937b58bae75dd7,152,4,1
758,Naver TV 视频下载,工具,下载南韩最大门户网站视频,2quilts,https://www.icloud.com/shortcuts/c020a1b2331e4dafa1760e3c322ee538,734,4,2
759,现在天气,工具,播报并显示现在天气,Nathan-Gk,https://www.icloud.com/shortcuts/744e767aeb924bca903f965793fe43a9,338,4,0
760,微信加密文字,社交,哈哈 今天看了一个不能用的，把文字转化阿拉伯文字的,无敌帅帅,https://www.icloud.com/shortcuts/f578d6b365d24a31b8bd555eb921d9df,516,4,0
761,213游戏盒,娱乐,几百款小游戏免安装在线玩，游戏库同步ali213,Kim,https://www.icloud.com/shortcuts/3ee0c12873614fc3a9bcb664ad096b0a,1222,4,3
762,看图说话,效率,根据给出的图片自动生成一句话说明,Lucifel,https://www.icloud.com/shortcuts/2fce3e2ddd9f4a0e97b52293a8d5199b,402,4,13
763,带壳截图,工具,可以给你的截图添加丰富多彩的外壳效果,DC,https://www.icloud.com/shortcuts/29076063a06d4569ab1a0cdc6fed2a79,3173,4,6
764,Warma的啊啊啊啊啊啊,娱乐,土拨鼠的叫声才不会这么可爱,Lake桑,https://www.icloud.com/shortcuts/e32a42a446cd41c6a953fd719be78059,388,4,5
765,苹果地图网易云音乐语音版,效率,苹果地图音乐语音版,邢政哲,https://www.icloud.com/shortcuts/70044d958e464980a17a2c9d9e030262,506,4,0
766,祝福语,工具,每逢佳节，给好友的祝福不能少，我怕明天的祝福太多……,小悟空,https://www.icloud.com/shortcuts/114ec4ef138a468992d1536b70cd5207,3275,4,0
767,iOS12修改运营商名称,工具,只支持iOS12.0~iOS12.1.2系统，支持A9~A12设备，中国电信貌似不支持。,[已注销],https://www.icloud.com/shortcuts/77eb609f0a6a4282941a09d2ebb6619a,2290,4,6
768,Aria2 Url下载,工具,点击链接，发送到捷径就可以下载了,#0000FF,https://www.icloud.com/shortcuts/530c1c6a95ac4fd28886c29f9a2b0416,629,4,0
769,安裝新版 Unc0ver,效率,,131****3434,https://www.icloud.com/shortcuts/e6c1ea6218764ffea380d79912b83fad,380,4,4
770,学而思预习视频,工具,"学而思预习视频下载器，视频抠不下来的有一些网址提供下载！很多
教程见视频有抓包教程",ordylan,https://www.icloud.com/shortcuts/ce8c12f5a4d242638b67e4020dcf5a52,462,4,1
771,果子娱乐启动器-在音乐声中放松一下吧,音乐,身心疲惫？在音乐声和打碟声中放松一下吧～,枫叶1003,https://www.icloud.com/shortcuts/4ee2b30d6f9d401f88d2cacb7be0c8cd,174,4,2
772,手机快速重启,工具,一键快速重启，无需关闭手机。,Han,https://www.icloud.com/shortcuts/5489365e48424859a91dc4c65394a7b5,1977,4,1
773,识别网页二维码,工具,可对Safari浏览器中的二维码进行识别,小悟空,https://www.icloud.com/shortcuts/86b5c77a997d4b70af790d016324dd16,1011,4,3
774,自带地图常去地址导航,效率,"实现了一键 打开蓝牙 调整亮度 调大音量 播放网易云音乐 导航指定去的地方路线
",133****6630,https://www.icloud.com/shortcuts/a65cd7c0e72e404ea4efd2f4694a9213,304,4,0
775,植物花卉识别,工具,通过相册图片或拍照识别植物或者花卉，识别结果含多条信息和可能性,mappo,https://www.icloud.com/shortcuts/e4a0f5f9e2064137b4cbda36faf61e62,617,4,9
776,自动对对联,生活,输入上联自动对下联，可能有点慢,61,https://www.icloud.com/shortcuts/7967577a1e5a4cbc9b7f182087ef4fb5,2438,4,0
777,早报·ifanr,生活,一键阅读爱范儿科技早报，工作日同步更新,jsm,https://www.icloud.com/shortcuts/738cf2ab220649518d5a6825be52bb3a,396,4,1
778,获取IP,工具,获取你的IP,132****5886,https://www.icloud.com/shortcuts/5b404d850761476caca95d0f197812ab,1032,4,0
779,QQ--API,娱乐,QQ--API，一键直达QQ的四大主要功能,꧁IT Man꧂,https://www.icloud.com/shortcuts/81d4dd09ab3942b099dbf6198f60b86d,288,4,0
780,图片水印,工具,自定义添加水印, ,https://www.icloud.com/shortcuts/da74eb56be2f425fb56af54cde456522,1406,4,2
781,Stiiitch 最近的长截图,工具,利用 Stiiitch 拼接最近的长截图,读书使人头大,https://www.icloud.com/shortcuts/528fb00692d7452482311b6638333521,1445,4,2
782,文本查看,效率,文本查看,paula&&jam,https://www.icloud.com/shortcuts/62314070ccd8450d98d03a532901a177,140,4,3
783,2020WWDC倒计时,娱乐,为2020WWDC倒计时。,花小醉,https://www.icloud.com/shortcuts/e513df6782aa474a9dc25137f4628a82,209,4,1
784,快递多方式查询,效率,,枫,https://www.icloud.com/shortcuts/476fdc67ce804c129f24eb7fbbc5afb8,701,4,2
785,照片添加小米/华为相机水印,工具,为照片添加【小米/华为】相机专属水印（可批量）,小建,https://www.icloud.com/shortcuts/0df7acb41a0e4c3fa2b93125be118d11,606,4,4
786,模式切换−上班族,生活,为上班族定制的模式切换,Svend,https://www.icloud.com/shortcuts/f7dd5ddf960648ad8a5adca9ab77e038,657,4,0
787,斗图小盒子,娱乐,斗图表情、弹幕文字、魔性图片、魔性emoji、百家姓表情、emoji放大器、最皮文字表情,小悟空,https://www.icloud.com/shortcuts/5d61137955584810a77078089e7e3890,540,4,1
788,快捷指令100关挑战,工具,爱学习的人，运气不会差,小悟空,https://www.icloud.com/shortcuts/9ead9387c39b414880c97f6d5aaaf185,581,4,0
789,iOS12越狱改非X机型改成X手势教程,工具,"iOS12越狱改非X机型改成X手势教程
这个不会想免越狱那样又下角重启",@Geek-小白,https://www.icloud.com/shortcuts/3b15d1c61d2844fb80dce1a46117a1c4,1106,4,0
790,视频评论,工具,,myb,https://www.icloud.com/shortcuts/7ee7d0fc78bb4ebaa07e1f03c9ea5053,127,4,0
791,Stiiitch 截图套壳,工具,利用 Stiiitch 快速给截图套壳,读书使人头大,https://www.icloud.com/shortcuts/cb5a5f7231494ae1bca272589e2e126c,1308,4,0
792,校徽头像,社交,一键制作校徽头像。支持全部国内外院校🤔输入院校之外的关键字可能会有意想不到的结果哟,黑悟空,https://www.icloud.com/shortcuts/e6a8540a89d24405ac51f6fcece9714d,1785,4,0
793,隔空投送收藏的今天拍摄的照片,工具,快速隔空投送收藏的今天拍摄的照片,61,https://www.icloud.com/shortcuts/309f7bf1b50c46a19f8a241ad3dd7114,482,4,2
794,白描识别最后一张图片,效率,通过白描识别最后一张图片,Tolecen,https://www.icloud.com/shortcuts/7d5172ec54d74c9fb375e5260cac9dd9,334,4,3
795,指令插件•打开应用,工具,此捷径为【指令自动化】的插件，请安装完成后运行一次本捷径，再打开指令自动化创建任务,Veritas,https://www.icloud.com/shortcuts/23bf12d5a51e44448a9993239061723f,640,4,0
796,获取某一天的 NASA 星空图像,生活,比系统多了可选日期，可存储至相册,小米,https://www.icloud.com/shortcuts/144ff0e1db9345d7ba99c88579ae7f1a,750,3,0
797,Bangumi Downloader,工具,番剧下载器,Veritas,https://www.icloud.com/shortcuts/722284f8e8054e5aaef7765fc89107f4,256,3,4
798,淘宝商品近期价格,生活,查询淘宝商品近期价格,静静,https://www.icloud.com/shortcuts/acd0f043add04f428b4f994d459b7065,592,3,0
799,周公解梦,娱乐,大多数情况下，梦反应了生活中的一些潜意识,小悟空,https://www.icloud.com/shortcuts/f7753113057843d9a36403d583dc9305,785,3,8
800,安全第一，开车必备,音乐,开车时解放双手，链接siri语音即可实现播放qq音乐,罗 南,https://www.icloud.com/shortcuts/a16c6e42b58e4043b944ce31e01d1a27,1383,3,14
801,查询猫小工具-网易云随机音乐 13专用版,娱乐,为iOS13做了优化的小工具,꧁IT Man꧂,https://www.icloud.com/shortcuts/dfc22854ad484742909df0ab7a64743e,389,3,2
802,NBA新闻,阅读,美国职业篮篮球赛新闻资讯，NBA明星动态等。,小悟空,https://www.icloud.com/shortcuts/98a3417bcb5147298371d75408ec4a78,165,3,0
803,捷径个性菜单  Demo,工具,小白教程番外篇——VCard目录堆叠,꧁IT Man꧂,https://www.icloud.com/shortcuts/58a210b030db467dbff6647cfdc178a7,651,3,0
804,云测评Pro,工具,2分钟测评设备情况～,枫叶1003,https://www.icloud.com/shortcuts/b139de2962994337bcd9be053c7d233e,369,3,0
805,捷径社区演示视频下载,工具,想下载捷径社区的演示视频到本地查看？巧了，我能帮你！,꧁IT Man꧂,https://www.icloud.com/shortcuts/f1d3c6ee77854c07bb52196136dc2e58,185,3,0
806,粘贴并转到,效率,这个指令可以让你们快速去粘贴打开网址, 喘 ོ息 ້໌ᮨ🕷,https://www.icloud.com/shortcuts/92c5896cb76e454297aa216c206cb13c,382,3,3
807,🌍地球另一边,工具,你脚下的地球对面一侧是哪？,dy,https://www.icloud.com/shortcuts/c52b15e610f44e79a6322aa11ddcb927,1004,3,4
808,网址缩短防红-微信QQ营销必备,工具,赤壁防红网址缩短,查询猫,https://www.icloud.com/shortcuts/6309eb075f334d84a56c3e9105bfffeb,229,3,0
809,图片编辑,工具,强大的图片编辑快捷指令,幼而学，习相远,https://www.icloud.com/shortcuts/818c746121424aa5be0d2b1f7399bc11,806,3,1
810,P站风格聊天背景生成,社交,P站风格的微信聊天背景生成捷径,大猫先森,https://www.icloud.com/shortcuts/2b96b0c007c04dcbae8da5b84e279122,566,3,5
811,MD5校验工具,工具,MD5校验,变量,https://www.icloud.com/shortcuts/e81befe16b7547c29cfe4d47f4d7d8a1,100,3,0
812,【小白·菜单测试】初级版 Demo,工具,小白教程的第二个版本，来了！,꧁IT Man꧂,https://www.icloud.com/shortcuts/b585680b1bd847cf8cf3e39c8767b194,311,3,0
813,今日热榜,阅读,快速查看各大App内容榜单，不错过任何热门事件！,亦戈,https://www.icloud.com/shortcuts/acd294dab9c946e28943f14abe20ceb2,705,3,3
814,PayPal收款码生成——iOS12专用,工具,PayPal专属收款二维码，Made For iOS12,꧁IT Man꧂,https://www.icloud.com/shortcuts/31163bc021c249e39ed6dc78c63c4ca8,154,3,3
815,视.乐.图. 下载,音乐,,上昇.,https://www.icloud.com/shortcuts/d1342b439de542ffaee1994ebdadc90e,1575,3,1
816,备份快捷指令ios 13版,工具,之前看到了一个备份捷径的捷径，但是因为ios13不支持以文件导入，所以自己做了一个13版。,꧁꫞꯭猫҉҉҈王҉҉҈꫞꧂,https://www.icloud.com/shortcuts/a73055a6e91c428bb1146e36b9c4b060,256,3,0
817,趣步获取每日糖果,工具,趣步每日糖果一键获取 ,啦啦啦哈哈H,https://www.icloud.com/shortcuts/2bb3c00ce9094457ba0616fe15beb80d,280,3,65
818,车来了｜附近公交,生活,随时随地查看附近公交信息,某某某的某某某,https://www.icloud.com/shortcuts/7c086677e20e44ea9ba289dd7635ec02,1053,3,0
819,作者助手,工具,帮助社区的捷径作者查看自己的相关信息,SteSen,https://www.icloud.com/shortcuts/05d0e7780d234005959f1b72aa9a9690,11,3,0
820,哔哩哔哩简版播放器,娱乐,支持弹幕的哔哩哔哩的微型视频预览捷径,x10,https://www.icloud.com/shortcuts/af801fa3f84f4d22964517c0d8d82e88,348,3,3
821,把图片裁剪成圆角矩形,工具,把图片裁剪成圆角矩形！！真香！！,ㅤ,https://www.icloud.com/shortcuts/b05467a35de44750acb7182b30a0c2d9,168,3,2
822,Dialcode,效率,拨号盘上的代码，了解一下。,Antcuts 蚂蚁捷径,https://www.icloud.com/shortcuts/a2e282ac6fa0410ba084bfcaaa1f3ad1,515,3,2
823,App Store 图标 iOS13,工具,新版快速获取App Store软件图标，简单操作,Leslie 　 ༽,https://www.icloud.com/shortcuts/6d9795aaf4e9488a9c8ecd24acf0e9f6,624,3,0
824,极速导航（通用版）,效率,【求赞】支持qq音乐、网易云音乐、虾米音乐，百度地图、高德地图，苹果地图,大先生,https://www.icloud.com/shortcuts/3d4cf2ee234a4ee8b763fa674fbc1b13,942,3,0
825,车来了IOS13｜Siri查公交,生活,siri查公交,某某某的某某某,https://www.icloud.com/shortcuts/f7e807f811824a89a71de0dd2b26930d,342,3,0
826,HTML5动画 Online,娱乐,一个有趣的HTML5网页动画捷径,꧁IT Man꧂,https://www.icloud.com/shortcuts/37809310acb5494da5950887d43ca20e,605,3,1
827,记录消耗品,生活,通过提醒事项 记录消耗品时长,失落无意义,https://www.icloud.com/shortcuts/db44fb89e20846fd8df7e7b1faf4a515,180,3,0
828,微信网页版,工具,By:Leslie    Wechat:Li_bro   ,Leslie 　 ༽,https://www.icloud.com/shortcuts/c125567b046643978f07902cf45a3ab2,379,3,1
829,查询照片视频详细信息,工具,可以快速查询照片视频的详细信息,于明浩,https://www.icloud.com/shortcuts/7e17ff7bc27345cc84e0e2df085f64ec,393,3,0
830,下载游戏或 App 页面推荐题图,工具,下载 AppStore 游戏页或 App 页的精品推荐题图,不郑,https://www.icloud.com/shortcuts/252d06e216b64f31b9e1346416e4f8ee,257,3,4
831,一键重启2,工具,用来重启设备（加强）,枫叶1003,https://www.icloud.com/shortcuts/bd6ed7a7c0034f29ba5ed9226144e30d,1410,3,0
832,照片水印,工具,一个完全「无需网络」即可给照片添加水印的快捷指令，支持「字体大小」「字体颜色」等参数调整 ,小悟空,https://www.icloud.com/shortcuts/4f06cbdf5fab4bbe97f2c272cc648d2b,1074,3,0
833,QQ音乐自动播放,音乐,自动播放最近听的歌曲,TiAmo,https://www.icloud.com/shortcuts/dce14fe4f20548fa9e983b90b8e3c3db,1148,3,3
834,记录业绩 算工资,效率,销售人员必备记录每日业绩 可设置提成百分比 算工资  ,康晓锋,https://www.icloud.com/shortcuts/1c32c1c8224e4e4981308467fedabd48,270,3,3
835,代码岛3.0启动器,生活,启动Box3的启动器（经实测，比Safari直接打开更快）,186****7199,https://www.icloud.com/shortcuts/0992e79f7a124451a863be85affa8e58,102,3,0
836,无限壁纸,工具,点击即可获得壁纸，操作简单便捷,小悟空,https://www.icloud.com/shortcuts/fe4a442737444fe58ac1e95c0968d1ea,1213,3,0
837,（iOS 13）离线识别二维码,工具,快速离线识别网页、图像中的二维码。,i_82 | 吴征,https://www.icloud.com/shortcuts/72c69e941024415881429adab63f3e21,287,3,4
838,压缩包读取/制作神器Pro,工具,玩转压缩包？有这一个捷径就够了！,枫叶1003,https://www.icloud.com/shortcuts/90dc9c2891b64763996b7cd0959f3679,244,3,2
839,截图加手机壳,娱乐,,¿,https://www.icloud.com/shortcuts/c60c5b8e80e34efba9666e532468894d,746,3,3
840,Run Shortcut,效率,类似于iOS12的分享菜单捷径运行界面,Veritas,https://www.icloud.com/shortcuts/265e7c9b97eb4f0daa59c97478d7753c,201,3,1
841,乐评日记,音乐,回答简单问题，在 Day One 生成一篇图文并茂的音乐评论。,郝海龙,https://www.icloud.com/shortcuts/36049ec25838407185ebaeeaf15dc1ec,134,3,2
842,图片切割,效率,九宫格切图？1x3切图？2x6切图？任意比例不在话下！,LiYanan2004,https://www.icloud.com/shortcuts/066747238b75480ba454761504016d5c,1440,3,14
843,快速查找捷径运行,效率,这个捷径可以快速运行需要的捷径。,SMII-PS107,https://www.icloud.com/shortcuts/bfae51f269be4588b32014df8fa8b860,281,3,1
844,文件压缩器,工具,本地文件的压缩与解压缩,178****1407,https://www.icloud.com/shortcuts/0078fe29320445ebbecaa1661d87e283,288,3,0
845,威锋论坛＋搜索,工具,,大表哥.1,https://www.icloud.com/shortcuts/d2f00ad6d3234e5cac542ec200bbeb72,240,3,0
846,iOS12修改QQ提示音（无需越狱）,工具,iOS12.0-iOS12.1.2。QQ提示音修改（支持A9-A12设备）,@Geek-小白,https://www.icloud.com/shortcuts/1ff2211047ad4117a0716b4a4f16ff15,1511,3,7
847,文件加密助手Pro,工具,把你的文件/文本加密后分享给懵B的朋友,枫叶1003,https://www.icloud.com/shortcuts/08679dd473164659822499348b378c26,143,3,2
848,起床，对应睡觉捷径，早安,效率,起床，自动打开wifi，蜂窝数据，蓝牙，关勿扰模式省电模式,。,https://www.icloud.com/shortcuts/d8edf3b4bd044bda940ab93286d6e11d,572,3,3
849,脸盲终结者,娱乐,调用百度人脸对比接口判断2张照片里是不是同一个人,Lucifel,https://www.icloud.com/shortcuts/c9b99d29975349fdaf7e43c847e7db1a,238,3,0
850,图片转链接,工具,快速将图片转链接,雨霖铃682,https://www.icloud.com/shortcuts/515a5e73f1c3429e9fb5bfe9b33aa0a2,311,3,0
851,专注,效率,记录你每天专注工作的时间,Kim,https://www.icloud.com/shortcuts/6ecfa7e88bc3499b9f1c3671c714f556,180,3,0
852,加密备忘录（不需要网络）,工具,在更新说明里如果写了：（重要）。说明此更新为强制更新,小脆糖,https://www.icloud.com/shortcuts/7bc713685ee14aa4b507ff59578226cb,780,3,10
853,加密器,工具,使用base进行加密和解密的工具,派小星,https://www.icloud.com/shortcuts/e13d3fa165a64aac89bdfc11ed7417f9,114,3,0
854,清空剪切板,工具,清空剪贴板,雨霖铃682,https://www.icloud.com/shortcuts/64ef8bd51fe9446fba424da6eddd27c5,91,3,0
855,薅羊毛-雪碧CDK生成,娱乐,生成雪碧cdk二维码，抽腾讯视频vip,清风不识字,https://www.icloud.com/shortcuts/f4c6d3dadbbd42b8947cfb494c7a2071,1210,3,4
856,App Store精选推荐,工具,总有款应用是你想要；AppStore无门槛减免/减免王者荣耀点券,追逐梦想43版本,https://www.icloud.com/shortcuts/b6ce06910cc74606b883de8521aab54b,1069,3,0
857,表白神器,社交,"
使用密码或者二维码向你的爱人表示爱意。或者也可以用于密码聊天。解开密码建议搭配解码神器使用",183****3764,https://www.icloud.com/shortcuts/8df6d76f3cf944988852bbe0e184ff0a,882,3,0
858,查询流量 （联通）,效率,中国联通用户流量快捷变通,ENJOY！,https://www.icloud.com/shortcuts/fac1b4d196dd4836837ad3997785ceb3,540,3,0
859,正倒数日 Pro,效率,通过自定义方式查看距离可保存事件的剩余 / 已过时间,dy,https://www.icloud.com/shortcuts/3eff363f391f48dbb6ba8bc9dd45740b,1616,3,0
860,图片加文字水印,工具,「纯本地」给图片添加文字水印 玩法1：制作朋友圈文字背景图 2.给照片添加时间戳 3.制作壁纸,小悟空,https://www.icloud.com/shortcuts/3c54ca9efdc049b6a042383958bc4911,435,3,8
861,Dribbble图片下载,娱乐,如题用于下载Dribbble图片。,花小醉,https://www.icloud.com/shortcuts/562564b9898d459f8fb19989ba72bbd6,93,3,0
862,实况图片转换VCR简约版,工具,,正畸老狄,https://www.icloud.com/shortcuts/fa29f303d69940308888ecb10535ffeb,123,3,0
863,彩云天气,工具,获取分钟/小时/昨天/今天/明天天气,小一,https://www.icloud.com/shortcuts/7f6672bdb1114177be6e09cebfc532c2,515,3,3
864,限时,效率,在为做事拖拖拉拉烦恼？？,SteSen,https://www.icloud.com/shortcuts/4ba3fe9feed04b27896522f3997e01a2,98,2,3
865,快捷刷微博,娱乐,"无需微博客户端，随时随地刷微博
由微博第三方API实现",dsttl3,https://www.icloud.com/shortcuts/e99f968a3f3e42958967e0d72ba91210,138,2,1
866,4.7寸蓝光电视,娱乐,三大类电视频道,Curry,https://www.icloud.com/shortcuts/ef8e26382cb74e3bbc66936f42e20abb,355,2,4
867,微博热搜榜单,社交,微博热搜榜单某种程度上反应了国内的舆论行情。这个快捷指令可以显示出微博热搜前50个话题的相关数据。,小悟空,https://www.icloud.com/shortcuts/a44fe05e757a4b97a40fc0574d2cc488,978,2,2
868,RSS,阅读,快速访问知名网站获取最新头条消息,吟,https://www.icloud.com/shortcuts/f584ee3f8a714d0e992bb5087cc7534c,246,2,0
869,RSS阅读,效率,RSS阅读,Curry,https://www.icloud.com/shortcuts/c1c17b7b65b94546a901c333ab718690,277,2,4
870,微信昵称加“小尾巴”,娱乐,如何使微信昵称变得个性，一直是大家最强烈的需求，这个快捷指令就能通过「加小尾巴」达到个性化昵称的效果,小悟空,https://www.icloud.com/shortcuts/4fa212768cf545edb79049aaf6dc3297,1046,2,3
871,雷人笑话,娱乐,随机显示一句笑话，给偶尔枯燥的工作和生活，带来不经意的会心一笑「方法见视频」,小悟空,https://www.icloud.com/shortcuts/87bfa1d20cdb46e4a3ac57c4f901340e,421,2,2
872,下饭时间,娱乐,随机播放B站视频,学习,https://www.icloud.com/shortcuts/272d40fc05314bafb2f6636c8f31d924,308,2,1
873,油耗计算,工具,汽车油耗计算,Tony,https://www.icloud.com/shortcuts/7f4a5a2d38124be38fd741a778f74e0f,379,2,1
874,短句,生活,一天一句经典语录，包含了一言，格言…,空杯待酒,https://www.icloud.com/shortcuts/0079195f3a724d15b882e24e65407277,366,2,3
875,绕口令,娱乐,黑化黑灰化肥灰会挥发发灰黑讳为黑灰花会回飞，灰化灰黑化肥灰会挥发发黑灰为讳飞花回化为灰,小悟空,https://www.icloud.com/shortcuts/319b4af57ebb4ad8aab810231a321b25,195,2,0
876,我的捷径-捷径桌面ios13,效率,捷径桌面ios13,paula&&jam,https://www.icloud.com/shortcuts/0509daa52fb3461b84f5d63bac183aa6,1066,2,0
877,查询猫小工具——网易云随机音乐,音乐,通过「查询猫」的网站做的一个随机音乐，歌曲来源：网易云音乐,꧁IT Man꧂,https://www.icloud.com/shortcuts/5bfefdf01a20461fb4e1bb65b2ddeff6,485,2,0
878,一键换壁纸,工具,一键更换手机壁纸，同时支持「全自动」更换操作  「注意：需iOS13 Beta3以上版本」,小悟空,https://www.icloud.com/shortcuts/d27496d6675f41e7b890747b3c294c29,2153,2,2
879,节假日 13版,生活,「iOS13专版」以最美的方式，为你呈现节假日倒计时,小悟空,https://www.icloud.com/shortcuts/35a4554fc53f47549047c88c2424b113,1032,2,7
880,文件转码王Pro,工具,文件转码、处理一站式平台,枫叶1003,https://www.icloud.com/shortcuts/dfa524a4cddf46899e76b86d2665f24e,185,2,0
881,阿里小号快捷拨打v0.1,工具,"
解放阿里小号app的束缚，便捷输入被呼叫方。现在只需要一个捷径命令！使用前先查看捷径内文本注释！",洛ོ,https://www.icloud.com/shortcuts/9997b0021cf04fe7acf8bd8ce254a29e,156,2,1
882,微信公众号-搜狗热门文章,阅读,借助搜狗微信快速看热门文章,paula&&jam,https://www.icloud.com/shortcuts/8b028f94021c42efa76e611cc86cf53a,251,2,0
883,创建二维码,效率,可以通过剪贴板来制作二维码,子丰,https://www.icloud.com/shortcuts/da53ecfc9fa942518f28f39783ef9036,209,2,0
884,你是什么垃圾,生活,你是什么垃圾？,寒冰SC,https://www.icloud.com/shortcuts/ce98dd3d520d482ebaddfc2e24990e0e,1078,2,4
885,Chatmoji,社交,表情包一键制作,Antcuts 蚂蚁捷径,https://www.icloud.com/shortcuts/13455f21badb4e2db9c446495b51fd0c,532,2,0
886,你不会自己淘宝吗,效率,根据你不会自己百度吗 改编 你不会自己淘宝吗,133****3771,https://www.icloud.com/shortcuts/5a85a65f22064c9db766ac866f13ce70,4931,2,0
887,IPhone  X 带壳截图,工具,从百度贴吧转载并修改。两种手机壳版本。,zhchmmx,https://www.icloud.com/shortcuts/f867f6abcaec433fa55c2764512b8562,685,2,0
888,捷径社区注册时间——修改版,工具,,꧁IT Man꧂,https://www.icloud.com/shortcuts/62dd54479bd443ec9eba94ed8e0624de,82,2,0
889,微信密文 文本加解密 构造加密日记本,娱乐,文本加密解密,176****8320,https://www.icloud.com/shortcuts/3518513e008f47d199872af41463ef20,74,2,0
890,文件收藏夹,工具,无论是剪贴板、图片、视频都可以轻松收藏，快速查看,小悟空,https://www.icloud.com/shortcuts/91ecfa4503144f64b6ef66a5624710ca,200,2,0
891,Apple Bussiness,阅读,Apple 商务解决方案,iGeniusMac,https://www.icloud.com/shortcuts/8ad26588f09340b2887dd9b8d7bb61bf,43,2,0
892,快捷网页打开,工具,, 喘 ོ息 ້໌ᮨ🕷,https://www.icloud.com/shortcuts/bcfa4981d2a84d92bd0c9af61dc01367,82,2,0
893,情侣聊天壁纸生成,生活,生成情侣聊天背景,Nicolas-kings,https://www.icloud.com/shortcuts/6d98f6ddc6354ee6ad9fc028e0c1fd77,409,2,10
894,沙雕表情包,娱乐,这是一个「沙雕表情包」制作工具，你可以将生活中拍摄的视频「例如：猫或者狗」，轻而易举的制作成表情包,小悟空,https://www.icloud.com/shortcuts/77281ef16f4d48199ca72b97224ec18e,657,2,2
895,Apple 授权经销商,工具,查看 Apple 官网授权经销商名字,iGeniusMac,https://www.icloud.com/shortcuts/0563ff9595594cfb9c3c9b62a2a1b061,183,2,0
896,Morning,生活,需要QQ音乐 记得设置Siri唤醒指令哦,Antcuts 蚂蚁捷径,https://www.icloud.com/shortcuts/65e377c8e61f4376b28ebaf1239cdc52,530,2,0
897,Siri 为你报天气,生活,将此快捷指令添加到 Siri，随时随地不用解锁听天气。,寒冰SC,https://www.icloud.com/shortcuts/586dcff0f6e4408e8b9050038dfb71b7,1683,2,14
898,音乐控制,音乐,本地音乐控制快捷键,T.e,https://www.icloud.com/shortcuts/f26f3ae5199f43d0b17a4b2b7ce7b6d4,462,2,2
899,雅俗共赏,娱乐,一句话，有毒鸡汤，有古诗文，也有污句子，来源很多，雅俗共赏。,zhaoshuai23,https://www.icloud.com/shortcuts/af85156c17b9477da82a4773712c583d,668,2,1
900,PayPal收款二维码生成,工具,什么？你只有WeChat Pay和AliPay的收款码？PayPal收款码来看看？,꧁IT Man꧂,https://www.icloud.com/shortcuts/8b865105cae8456ca00bd542535636b2,175,2,3
901,修改听歌姿势,音乐,与“siri我要听歌（通用版）”配合使用,葛盼,https://www.icloud.com/shortcuts/c6e9619620da437494f4d8fb4f6ac047,320,2,1
902,Restore Font,工具,越狱换字体后快速恢复苹方,zhaonan,https://www.icloud.com/shortcuts/3d53e776a4054980955e802f2d0e1f9a,58,2,0
903,快速运行复制的链接。,效率,此捷径可以运行刚复制的链接，并在Safari浏览器中打开。,㍿,https://www.icloud.com/shortcuts/6440fdf6d4694c579b70f5fd8162836c,163,2,2
904,历史上的今天,娱乐,可以知道历史上的今天发生了什么事,于明浩,https://www.icloud.com/shortcuts/03aae637e11f4200be8cc594fc11b2a0,440,2,0
905,上金所现货黄金实时交易行情,工具,黄金实时交易行情,北门清燕,https://www.icloud.com/shortcuts/9cd1d3686f8343fea7d891aeab390b65,103,2,0
906,Move,阅读,获取豆瓣电影至 Day one！,时间如胸,https://www.icloud.com/shortcuts/e069f173ac44483d96bc194ff34b2924,313,2,2
907,Readhub,阅读,精选热门话题,Marin9090,https://www.icloud.com/shortcuts/fbd38481f7394cf0a015be6d207cbe05,193,2,0
908,重庆时时彩开奖结果查询,工具,查询最近5期重庆时时彩的开奖结果,匆匆如七,https://www.icloud.com/shortcuts/919df1769af04bf8938fe42d55439357,62,2,3
909,控制消费日常消耗,效率,配合我的小目标金币体系，克制妄念和日常消费,云智冷-邓,https://www.icloud.com/shortcuts/d2159307b94743ccaa337b29df3ccfc3,229,2,2
910,人生刻度,生活,我喜欢的方式,Nicolas-kings,https://www.icloud.com/shortcuts/9c9d984c571a4e3fba123139fe0ab139,318,2,2
911,iOS 12 以下系统修改运营商名称,工具,iOS 12 以下系统修改运营商名称,@Geek-小白,https://www.icloud.com/shortcuts/092fda839fd34ef8aa080b83433a0a32,1625,2,9
912,掷硬币,工具,浮夸到爆炸，带音效的掷硬币，掷币有声！至于图标，图标只是觉得看起来像旋转的硬币而已。,zhaoshuai23,https://www.icloud.com/shortcuts/6121128b8b114b239513edb39b78cd4a,431,2,0
913,支付宝十合一 3.0,工具,,拼命拥有,https://www.icloud.com/shortcuts/aa2486ad04cb487fa37a0bb4719628b9,515,2,1
